danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode
0.293,0.801,D#,-5.56,major,0.0401,0.0731,0.677,0.325,0.482,126.814,6xRScHXR0nuMLgtFDjotnd,305e3,4,D# major
0.632,0.622,F,-6.843,major,0.0291,0.245,0.0151,0.57,0.41,110.043,409pABExhKsAxAMdFgWZYD,264947,4,F major
0.394,0.818,G,-9.356,major,0.0373,5.74e-4,0.0236,0.126,0.575,149.987,45A1bqAfvJLzGomoFbJNJr,252587,4,G major
0.581,0.677,F#,-7.924,major,0.0268,0.00737,0.407,0.0805,0.485,146.009,3yl7bdAZKhCE3Dxgl2lzIb,232333,4,F# major
0.573,0.75,E,-5.718,minor,0.0272,0.00165,2.85e-4,0.131,0.544,101.049,1wlKw9NAWVWpx7OIAyg9EA,283027,3,E minor
0.62,0.813,D,-5.937,major,0.153,0.0377,0.00282,0.263,0.3,160.063,1gYn6OTpw5W6n8QaJjyY5m,195966,4,D major
0.758,0.665,C,-6.579,major,0.0345,0.0144,0.929,0.0428,0.214,93.944,6IFNvtvRgFas5MYqMfvoET,289787,4,C major
0.598,0.485,E,-10.694,major,0.0273,0.358,0.0268,0.144,0.145,109.998,5gaSe6qpwxL4TOgXwzRDFo,284952,4,E major
0.724,0.509,A,-12.97,major,0.0446,0.00812,0.395,0.0981,0.0594,99.993,4V8ocyJeGzYFD5rYsa5WB7,227627,4,A major
0.432,0.562,G,-11.539,minor,0.031,0.256,0.915,0.0899,0.112,79.994,2WNuC3r3wnjDYWOifLfe5a,365973,4,G minor
0.558,0.596,F#,-7.823,minor,0.0376,0.101,0.95,0.267,0.301,171.238,6WuZeRJ8RWPdNgtqLNqn4F,325744,4,F# minor
0.735,0.698,C,-8.454,major,0.0259,0.225,0.0386,0.432,0.739,106.523,7yi1aBMIGLg3P25RNANtux,257216,3,C major
0.521,0.583,B,-10.774,minor,0.0328,0.0365,0.962,0.0962,0.275,144.456,5Zd4DCAQpVGVd2X3IeKdYt,233067,4,B minor
0.764,0.778,C,-6.231,major,0.163,0.523,1.78e-5,0.317,0.584,95.712,6jWFsJT5IYVKCJEQ55L29W,226920,4,C major
0.603,0.558,C#,-10.849,minor,0.0406,0.287,0.687,0.101,0.327,149.991,1P5T6qvtEHtbiDOelBWGHD,462627,4,C# minor
0.575,0.577,A,-8.052,minor,0.0272,0.407,0.94,0.107,0.133,135.037,4YoWy5RhHhJ7sulwbVw5JD,277600,4,A minor
0.814,0.71,C,-6.501,major,0.0332,0.0333,0.274,0.0931,0.711,126.009,68XR81vAdqzPZSk5k40Zd6,266667,4,C major
0.593,0.791,B,-4.347,major,0.0288,0.25,0.888,0.291,0.769,100.756,1ftjD6A0aX6Ge4fZy0VtV4,257299,4,B major
0.716,0.475,C#,-13.817,major,0.154,0.213,0.0656,0.0473,0.633,149.921,2HgFKTBzh5Lx1r5IbSTjAG,242400,4,C# major
0.466,0.603,A#,-6.976,major,0.0385,0.467,0.14,0.312,0.205,122.35,6o7aY6oQUIdUf9sKaLeYiL,190307,4,A# major
0.442,0.81,G,-6.088,major,0.0604,0.0166,1.34e-5,0.324,0.299,112.736,0dqvwSAycKNbTsn19A8RMF,191427,4,G major
0.539,0.718,D,-6.544,major,0.133,0.296,0,0.124,0.804,95.644,3NaMBA6R1bq0qBiXckSHcf,220840,4,D major
0.663,0.625,E,-12.098,major,0.0302,0.00772,1.27e-4,0.392,0.806,118.762,76TweiQmmIfRpGVZUMNZbT,212267,4,E major
0.477,0.368,C#,-12.142,major,0.0356,0.454,0.946,0.082,0.0318,119.965,1Y7I1ngUvhdkOG37pDIuMW,137e3,4,C# major
0.742,0.844,D,-6.441,major,0.111,0.0838,0,0.418,0.85,113.371,3v8PlUFGQQDBIk1J86waCo,188240,4,D major
0.652,0.773,B,-4.798,minor,0.0457,0.228,7.41e-6,0.0972,0.435,105.946,4TWn4YeBaTqDURrYLd6k0a,248240,4,B minor
0.293,0.707,C#,-5.486,major,0.0574,5.32e-4,0.00574,0.06,0.537,167.98,4KiFEzt5lFlErJ4PT5kPAb,184947,4,C# major
0.472,0.846,B,-4.928,minor,0.275,0.0138,1.24e-4,0.16,0.4,170.392,4qa7xa39jZYloEEhRkFljs,185507,4,B minor
0.686,0.751,A#,-5.747,minor,0.0604,0.00604,8.49e-4,0.0979,0.851,100.222,6LUfuyLgvgqrykiTE6sJHY,270520,4,A# minor
0.792,0.722,C#,-4.849,major,0.296,0.208,0,0.698,0.847,89.988,28vpgQ5SxGF4D15Cs2r3Ys,266279,4,C# major
0.595,0.617,F#,-10.455,minor,0.117,0.0343,1.35e-4,0.383,0.823,85.387,4b8GTae6rqb9oPiRzVa3Gy,234960,4,F# minor
0.501,0.639,D,-5.454,minor,0.055,0.057,6.46e-5,0.0823,0.607,200.004,4U5VoACerca4AA84Ln71ev,235307,4,D minor
0.61,0.871,F#,-7.859,minor,0.0475,0.603,0,0.235,0.576,132.97,1uQZQ7EOSO3kD3JGTK2oro,143573,4,F# minor
0.463,0.857,E,-3.063,major,0.0632,0.0506,0,0.184,0.856,111.647,7j31rVgGX9Q2blT92VBEA0,161920,4,E major
0.454,0.882,F,-4.251,major,0.06,0.00122,0.00156,0.138,0.497,95.999,5fpj84RsT9cOTfWUCxBTXu,212310,4,F major
0.393,0.895,D,-3.592,major,0.0451,0.0481,1.16e-5,0.344,0.483,89.906,740SKUOX1SgY98L343rseE,232333,4,D major
0.56,0.955,B,-3.534,minor,0.106,2.68e-4,5.42e-5,0.432,0.528,135.991,69PZmHJSdljkn2IJ2hQP7u,207367,4,B minor
0.283,0.95,B,-5.945,major,0.0559,1.32e-5,0.487,0.374,0.297,105.166,1er5FW5l25TqTnudW2Q8Em,159320,4,B major
0.277,0.989,A,-4.668,major,0.177,2.46e-6,0.922,0.116,0.0989,94.887,4grR2rIiiRTtn54wOUuxMN,79453,3,A major
0.435,0.887,A,-4.07,major,0.0636,7.47e-4,0,0.0327,0.408,199.935,2GD8Ia7rtJzfgTIy20TaRI,212040,4,A major
0.479,0.707,G,-3.314,major,0.0366,0.185,2.84e-4,0.0987,0.257,82.241,05bZbnQEoQZ3SQnYFZoERP,205835,4,G major
0.283,0.743,D,-5.163,major,0.032,7.84e-4,0.284,0.36,0.173,111.692,23nqaMxhAvDkGnoSJID4SF,210240,4,D major
0.173,0.242,F,-20.861,major,0.0444,0.603,0.891,0.087,0.0353,123.199,57mBhK7eygX5fZZZsZ77Z8,195141,4,F major
0.349,0.636,G,-8.336,major,0.0436,0.084,0.721,0.219,0.247,95.834,2HmhmDZrzQkhWJpqn5EWu7,319240,4,G major
0.451,0.773,D,-8.901,major,0.0338,9.02e-4,0.895,0.127,0.842,124.601,776Katp7jsQCnCIHdDQHkl,252173,4,D major
0.381,0.984,C#,-2.42,major,0.0638,2.53e-5,6.91e-5,0.27,0.81,186.081,45zvStEMsXp8z45OQRhWFJ,174320,4,C# major
0.556,0.459,C,-9.245,major,0.0386,0.378,3.81e-4,0.0724,0.132,82.036,4CZtML5lXKaw7sAXJViGjr,256773,4,C major
0.591,0.804,C,-7.299,major,0.0454,0.327,5.98e-6,0.0818,0.658,111.457,5LNiqEqpDc8TuqPy79kDBu,329413,4,C major
0.773,0.867,C,-4.595,major,0.0634,0.145,3.39e-4,0.105,0.586,118.008,5hfP8cKSzpfBisP3R24cAy,245800,4,C major
0.618,0.771,A,-8.425,major,0.0404,0.0285,2.51e-6,0.0862,0.866,130.117,6TYckNar2KHob86P5JNETu,227653,4,A major
0.537,0.927,F#,-3.322,major,0.0476,1.7e-4,6.78e-6,0.115,0.379,102.445,2IBM7pWht51SaU52GZGiEc,228293,4,F# major
0.441,0.863,E,-4.693,major,0.231,0.15,1.64e-5,0.316,0.205,184.139,1h6Mjm7za06VQUQ5icXtxo,193347,4,E major
0.468,0.775,A#,-5.225,minor,0.0443,0.016,3.12e-4,0.102,0.246,112.408,1wSGgkDKaX5OXM7NPqJv4U,218373,4,A# minor
0.309,0.815,C,-5.358,major,0.0507,5.1e-4,0.54,0.187,0.0619,110.23,4po7ZjfYjHZK88EwTdQNXp,155707,4,C major
0.347,0.188,F,-17.155,major,0.041,0.969,0.331,0.0759,0.0368,72.293,2hWxImrmTMPOlURpqvMS6t,149747,3,F major
0.604,0.224,A#,-11.118,minor,0.113,0.925,0,0.134,0.326,84.109,0xBsZrUrsZcCCrpxryZDHc,172061,4,A# minor
0.46,0.927,A#,-3.642,major,0.0794,2.72e-4,2.18e-6,0.268,0.561,128.175,5oavHr1Xk65ehSo43KPe5f,199293,4,A# major
0.346,0.916,C,-3.588,major,0.0703,0.0331,3.82e-6,0.117,0.249,164.005,3ixTiPABjqkBKPocxq6oIe,287827,4,C major
0.712,0.967,G,-5.206,major,0.047,0.0771,0,0.356,0.895,145.024,3Cx4yrFaX8CeHwBMReOWXI,287733,4,G major
0.733,0.71,F,-5.849,minor,0.0292,0.145,0.115,0.0956,0.965,127.975,7w87IxuO7BDcJ3YUqCyMTT,239600,4,F minor
0.734,0.637,E,-5.677,minor,0.141,0.0462,2.29e-5,0.0602,0.648,169.977,3CRDbSIZ4r5MsZ0YwxuEkn,202333,4,E minor
0.649,0.716,B,-6.232,major,0.0445,0.0879,0.03,0.0824,0.503,124.968,2lZHCWCUkxLuQ5skJhkoyS,235813,4,B major
0.68,0.678,C#,-11.548,major,0.0754,0.103,0.00828,0.204,0.251,131.165,7o7E1nrHWncYY7PY94gCiX,252773,4,C# major
0.412,0.52,B,-6.508,major,0.0431,0.146,0,0.188,0.314,129.838,1CWR4H9AriyDr76Upjqw12,249813,4,B major
0.312,0.445,B,-7.202,minor,0.0305,0.365,0.0038,0.13,0.272,97.967,2gCvWjrHt6PVJjIN1amlje,222719,4,B minor
0.522,0.476,G#,-6.797,minor,0.0373,0.0284,0,0.0974,0.17,76.04,4xLDXQC91eY7M13Ar5R0yF,241541,4,G# minor
0.462,0.628,F#,-12.348,minor,0.0581,0.231,0.00126,0.188,0.447,90.256,6BUhl6rrIIqUJgJP4QjJP7,473787,4,F# minor
0.389,0.873,E,-4.768,minor,0.0475,0.00532,0.0055,0.273,0.303,106.767,69QHm3pustz01CJRwdo20z,312293,4,E minor
0.369,0.51,E,-10.572,minor,0.0309,0.244,9.54e-5,0.0958,0.681,149.143,3K6GIiWeP4VC3uclj6GckQ,181133,4,E minor
0.316,0.484,A,-9.11,minor,0.0308,3.34e-4,0.00445,0.0912,0.299,117.363,3XC7Jd6SfrQYKZJ6inyRHK,269907,3,A minor
0.566,0.673,A,-10.814,major,0.306,0.565,1.13e-6,0.0438,0.583,114.385,4sFbojhVXQv7dBC9PVCcRn,377747,4,A major
0.395,0.979,G#,-3.241,major,0.0766,0.0243,0,0.12,0.41,158.842,75D3n6wnFQmu1HVmLAlWM4,233187,4,G# major
0.47,0.92,B,-6.775,major,0.0975,0.00104,5.11e-6,0.381,0.638,107.589,2ACrr0UksN6clCp2hm5FvV,192973,4,B major
0.244,0.979,A#,-1.61,minor,0.0665,1.41e-6,0.0661,0.387,0.13,97.335,1P89saAf7zFwSs85EIhszt,158520,4,A# minor
0.447,0.837,C#,-6.658,minor,0.04,0.561,0.811,0.123,0.435,156.403,7m6NL3rDG7liYjefjvCgfr,284853,3,C# minor
0.526,0.84,B,-8.022,minor,0.0398,0.00114,0.423,0.237,0.478,123.173,2fea1IQDXMABCGce4H5dzZ,266440,4,B minor
0.526,0.756,D,-5.083,minor,0.0266,0.4,2.39e-6,0.426,0.668,91.985,27rgTetikreqkvedaxrF5N,219453,4,D minor
0.505,0.735,D,-4.798,major,0.0345,0.00134,0.864,0.0705,0.337,97.492,423L3TzqsrxJkkRckW5PMX,189080,4,D major
0.5,0.824,E,-5.846,minor,0.0388,1.6e-4,0.00161,0.0916,0.539,120.125,0MKGH8UMfCnq5w7nG06oM5,218920,4,E minor
0.665,0.685,G#,-4.408,major,0.0345,0.0079,0,0.364,0.339,101.959,2661xvydO3HPh3R24kQcTh,249160,4,G# major
0.527,0.931,B,-3.426,minor,0.0452,0.0126,0,0.0556,0.423,114.994,0gL2wxDmyNN71eEuCQUUfX,216360,4,B minor
0.369,0.871,A#,-4.873,minor,0.0985,0.0063,0.0244,0.223,0.232,166.913,6jvvxTs78lG0MnAo02HHHd,190788,4,A# minor
0.648,0.177,A,-13.474,minor,0.0311,0.985,3.53e-4,0.134,0.236,99.101,1UmFRZU3taMGZApPhK32mc,228547,3,A minor
0.664,0.724,B,-5.36,minor,0.026,0.31,0.162,0.267,0.239,88.51,4NuIHP29mmJ9W75OCKrjNn,318267,4,B minor
0.441,0.434,G,-12.225,minor,0.0577,0.858,0.036,0.136,0.253,179.109,4fg0xbXyP1tt2jmyjktGDk,183687,4,G minor
0.39,0.173,E,-18.439,major,0.031,0.667,0.954,0.105,0.116,102.776,66T3rAENAYMzO2cTM0bwSg,394592,4,E major
0.496,0.531,C,-9.889,minor,0.0325,0.312,0.00901,0.113,0.507,119.159,3gqP2hxwgi6mb8FhtEe4zU,309347,4,C minor
0.412,0.844,D,-5.613,major,0.037,0.00214,0,0.134,0.459,174.452,79RUMZfMNMpqZnswovvTqv,258907,4,D major
0.468,0.688,G#,-8.177,major,0.0397,1.63e-4,0.203,0.52,0.64,75.029,4AZdhSWmNLsJeh9jiZAXlR,145504,3,G# major
0.418,0.914,C#,-4.815,minor,0.0877,1.29e-4,0.0213,0.238,0.411,76.219,6Rjvgq2Bbxwi8KNhatLwQe,245840,4,C# minor
0.482,0.875,G,-3.263,major,0.035,0.402,0.178,0.283,0.691,129.934,0v2Ec8PYN7Ez24QY9jyTRc,132632,4,G major
0.233,0.584,G,-8.187,major,0.0338,0.00217,0.407,0.36,0.0393,95.858,7DsNpL5ZV07pXWueZwuVKF,302160,4,G major
0.259,0.682,C#,-5.738,major,0.122,0.0822,0,0.376,0.352,159.786,4AnGWukN3NQUyclFqBgJyB,198020,4,C# major
0.575,0.95,C,-6.309,major,0.0649,0.00842,9.47e-5,0.765,0.315,96.046,23hln7JvLtFTXa0kZLAVRY,178842,4,C major
0.446,0.757,C#,-5.177,major,0.0322,0.0206,0,0.146,0.421,102.88,2ihCaVdNZmnHZWt0fvAM7B,266600,4,C# major
0.651,0.866,C#,-3.831,major,0.0584,0.00933,0,0.113,0.801,113.945,7tvOve5IkjYenvqScZ75iQ,267827,4,C# major
0.64,0.73,C#,-5.888,major,0.0343,0.0224,0.0171,0.102,0.775,88.601,3j4kcoBVfe6rGY2517OJ9f,228114,4,C# major
0.586,0.872,G,-5.066,major,0.0483,0.018,0,0.622,0.729,159.925,1OxcIUqVmVYxT6427tbhDW,221333,4,G major
0.541,0.854,D,-6.196,major,0.155,0.0254,1.25e-4,0.651,0.454,86.044,1wgqttlPacpvmX5DKVboOa,205200,4,D major
0.798,0.539,C#,-6.351,major,0.0421,0.199,1.66e-5,0.165,0.394,136.949,5Z3GHaZ6ec9bsiI5BenrbY,202547,4,C# major
0.742,0.575,C,-5.55,major,0.0487,0.227,1.77e-6,0.176,0.583,76.494,70sg6mJLEUw7xSPQu6uvr4,195333,4,C major
0.644,0.413,A,-16.653,minor,0.0384,0.0218,0.254,0.088,0.676,122.31,1rrAFLWEHLx0924JhrDfbM,581173,4,A minor
0.19,0.226,E,-17.993,minor,0.0362,0.711,0.909,0.0926,0.0996,83.993,4I90I39s5W0QrD1QtG3bwQ,325714,4,E minor
0.151,0.722,C#,-9.193,minor,0.0408,0.153,0.98,0.329,0.0393,85.211,5Gawipgd2Lw3bzf8RO26xt,312773,4,C# minor
0.137,0.788,G,-5.847,major,0.0552,0.0012,0.654,0.397,0.0904,205.585,3afs0xRLcdNcpfQdktogCt,263446,3,G major
0.236,0.337,C,-12.163,minor,0.0392,0.661,0.769,0.126,0.0351,75.556,4IacfiNVmtTkTZQ8JvxOSm,396099,4,C minor
0.0913,0.259,F,-10.751,major,0.0364,0.715,0.979,0.119,0.0782,85.032,66O0wYke4de9UCsCrgEu4O,172013,3,F major
0.432,0.52,F,-8.736,major,0.0369,0.644,0.855,0.144,0.192,116.075,1SvFi99pbqxlYhgLJ2mnII,416553,4,F major
0.381,0.794,A,-5.558,minor,0.0358,0.00972,2.4e-4,0.0723,0.204,58.478,0aN8Fd7iQNdxDNgXZckbdo,303245,4,A minor
0.346,0.509,C#,-7.693,minor,0.0514,0.674,7.97e-5,0.0685,0.115,143.437,25DpvTS4zsmLiVLx8Zv3N0,258e3,4,C# minor
0.534,0.79,C#,-3.898,major,0.0296,0.00607,8.75e-5,0.0804,0.314,105.026,0wsmFq0QyD0dkNcFreNg0J,225525,4,C# major
0.597,0.589,F#,-6.855,major,0.0496,0.00743,0.0618,0.0676,0.775,89.245,7IkzKmpFaKmWQgk7W6i9i6,212347,4,F# major
0.554,0.73,F#,-6.236,major,0.0418,0.00158,1.85e-5,0.117,0.204,118.24,1GBUtYkXgKZc0XXi2zpvho,301573,4,F# major
0.63,0.593,E,-10.37,minor,0.0492,0.91,0.471,0.107,0.403,118.274,0cD2b0Dy3KXFUHigmtJ9dU,260008,4,E minor
0.428,0.768,D,-5.845,major,0.0301,0.0779,0.646,0.0905,0.31,161.909,4owKdwOIG7qs89ZfGv2PZg,235907,4,D major
0.564,0.651,D,-3.389,major,0.0296,0.074,0,0.217,0.705,136.053,503Nl0dtEWF9fhZmduBWmI,133640,4,D major
0.664,0.797,G,-4.473,major,0.0362,0.194,0,0.337,0.284,97.004,1VZo1zddq6LpxwMtvHPVgM,194320,4,G major
0.346,0.862,G#,-6.893,major,0.0293,4.4e-5,0.00421,0.085,0.886,108.729,6PJhl2R4g80X0D8snFZb94,216e3,1,G# major
0.542,0.648,D#,-6.593,minor,0.03,0.5,0.00361,0.0952,0.67,93.795,6OfqyrhiGykk6oFZhErRju,169670,4,D# minor
0.499,0.318,A#,-15.954,major,0.0295,0.0359,0.481,0.207,0.516,91.361,31R7W31ck9Kj0VN4lm7cDm,55371,4,A# major
0.347,0.874,G,-4.656,major,0.0446,3.89e-4,1.81e-5,0.17,0.49,85.358,45xrxmHAy2JFJl5bsVkASN,226911,4,G major
0.655,0.556,C,-7.318,minor,0.0332,0.0636,0,0.124,0.459,141.977,4tSjvI80eN2w1wRH03ORIy,197380,4,C minor
0.702,0.815,B,-3.289,minor,0.0296,0.0148,3.85e-5,0.0486,0.819,110.968,2F3dEXRcLx9nQT8qCnHj1j,167253,4,B minor
0.298,0.673,F,-5.904,major,0.0402,0.0044,0,0.166,0.336,82.796,7EVQCaC9CXEuDsBC8GAGRl,171373,4,F major
0.393,0.769,C,-6.93,major,0.0468,0.102,0,0.127,0.319,170.863,6HPwDVhhhFl4Ao2H2xMRTe,177587,4,C major
0.515,0.847,F,-2.951,major,0.039,0.00369,6.66e-5,0.293,0.645,168.104,3JKhmIlixlYwFLzrkc6drb,217547,4,F major
0.583,0.833,G,-4.24,major,0.12,0.00886,1.34e-4,0.349,0.375,165.967,6pcoBQpNLi9R6E1IMOlI0U,232771,4,G major
0.352,0.755,C,-6.334,major,0.039,0.00477,0.851,0.641,0.25,185.903,1SWsDgLwNFOAAlmX44vAAz,327742,4,C major
0.478,0.774,G,-6.977,major,0.0292,2.65e-4,0.585,0.191,0.429,112.577,5j6ZZwA9BnxZi5Bk0Ng4jB,370373,4,G major
0.252,0.144,A#,-17.657,major,0.0283,0.758,0.901,0.0852,0.0677,182.776,6yzzno5cXBkh5c6UzRxcyM,310267,3,A# major
0.543,0.925,F#,-6.775,minor,0.0447,0.391,0.434,0.0667,0.593,80.501,3YMcQhVh3m6yQ46wIoVhiv,262209,1,F# minor
0.959,0.93,D#,-4.335,minor,0.224,0.101,0,0.0877,0.665,115.734,6ztTqxjh0JRQqPfBVWcytB,207493,4,D# minor
0.705,0.474,A#,-13.081,major,0.0391,0.443,0.0553,0.338,0.756,98.612,2vupkXhwL4sNCRgNu72HCZ,233128,4,A# major
0.569,0.572,F#,-11.363,major,0.0265,0.64,0.56,0.0921,0.658,110.031,22v9ZVkWWAYjderL7ZWuuH,234e3,4,F# major
0.432,0.788,F,-5.634,major,0.0995,4e-4,5.05e-5,0.329,0.468,145.046,6TbfmOhs4cS3RHcufVFFVE,120587,4,F major
0.44,0.905,G#,-6.308,major,0.0477,3.48e-4,0.00182,0.104,0.568,83.978,0ILT475efW2vVY5pxvCj0m,246006,4,G# major
0.535,0.888,D,-2.863,major,0.0661,4.01e-4,0.0144,0.0434,0.718,93.493,3kN1wRpRQU9o8AIYw8KMOk,155442,4,D major
0.461,0.755,D,-4.854,major,0.0499,0.112,4.04e-5,0.367,0.455,92.563,3Hzk2jGLWjUQJ2aAPmdtbB,222227,3,D major
0.39,0.944,G,-5.069,major,0.0464,5.13e-5,0.242,0.163,0.928,119.298,7kLAwZQPqGQwTK5mrfRdnX,104587,4,G major
0.635,0.686,A,-15.648,major,0.053,0.209,0.0176,0.282,0.464,125.988,2EC9IJj7g0mN1Q5VrZkiYY,274747,4,A major
0.399,0.728,E,-7.16,minor,0.032,0.129,1.2e-4,0.182,0.227,87.29,3OTGIMpePnTxxjigPJW2eA,364200,4,E minor
0.65,0.797,G,-5.409,minor,0.0618,0.0181,0,0.115,0.67,110.017,0S5pueOUOvIancaAwpFTlC,224392,4,G minor
0.638,0.741,C#,-6.012,minor,0.292,0.0343,0,0.0761,0.702,178.124,3fAPcwGO7pea21rE48r1Yu,166907,4,C# minor
0.537,0.525,A,-8.139,minor,0.0276,0.459,0.0621,0.0897,0.463,96.066,04iBgoLyosVehayePtC0Wk,254995,4,A minor
0.686,0.945,A,-4.099,major,0.0788,0.0303,1.39e-5,0.121,0.486,94.521,3rWfoCW4QL3ovetMMZlChT,145e3,4,A major
0.633,0.671,G#,-7.054,minor,0.494,0.182,0,0.209,0.414,91.029,3rz4J87q1ZCVOoqzOIGJ3k,223560,4,G# minor
0.584,0.872,A,-6.636,minor,0.0365,0.022,0.927,0.127,0.818,84.075,3TU33NKW8wqQ3UaIjo5ijj,180373,3,A minor
0.531,0.665,C#,-7.774,minor,0.0344,0.512,0.721,0.088,0.0938,137.022,1qb5VMA5dMZKJQYRHRPKo4,425533,4,C# minor
0.589,0.788,A,-6.917,major,0.147,0.14,3.57e-6,0.0854,0.676,174.999,3GIopTyWdeoZnTR1cXEt6K,231440,4,A major
0.755,0.364,E,-11.294,major,0.0389,0.608,0.436,0.108,0.777,120.022,38sRtZMhq9bN9by2MuSiWy,183573,4,E major
0.636,0.9,A,-2.759,major,0.0323,0.00168,0,0.341,0.699,118.017,3bf87vxatBoY88DeYMdt6D,233227,4,A major
0.651,0.936,G#,-2.873,major,0.0347,0.00212,4.55e-4,0.182,0.654,124.01,3iMblbfItFWYGddJLycG64,225781,4,G# major
0.575,0.848,E,-4.297,major,0.0885,0.131,0,0.11,0.42,159.941,1spp1NXsz4rHcVaJhhndKa,280333,4,E major
0.557,0.648,C#,-9.204,major,0.0304,0.23,0.00436,0.0584,0.163,132.066,4OJRpMOHBFVg2R0jHGWAR8,375013,4,C# major
0.335,0.507,G,-11.652,minor,0.123,0.23,0.00141,0.0807,0.29,82.906,1DRwesIrES8K9FHHmoX4Ju,282627,4,G minor
0.406,0.71,G,-6.445,minor,0.0295,0.0146,0.36,0.349,0.664,160.408,0c45kCwcJYCinqRO8fjfgE,284131,4,G minor
0.527,0.532,C#,-7.567,minor,0.0387,0.516,0,0.286,0.327,66.014,5mZuTaveSXy5AiPCti8TyJ,143360,4,C# minor
0.652,0.779,C,-5.703,minor,0.0296,0.119,0.454,0.0961,0.418,129.032,6tPHBJUrBVVHpeHmDIp8Xw,192267,4,C minor
0.752,0.543,C#,-9.483,major,0.0398,0.623,0.0706,0.107,0.282,126.001,044qU7kwVZaDwzWnRsmVVL,233280,4,C# major
0.495,0.931,D,-5.336,minor,0.0469,0.0025,0.0783,0.246,0.617,104.05,53L6A3I9vf7rgEZnMzx54E,244293,4,D minor
0.543,0.898,A#,-6.322,major,0.0317,0.00426,0.228,0.102,0.274,120.007,5np64vfdJ6Qz6aDFkspMWz,255573,4,A# major
0.524,0.819,F#,-12.074,major,0.25,0.00547,2.32e-6,0.129,0.886,113.448,74V4K9dL0gxWe0F6BOBAyK,246933,5,F# major
0.565,0.857,F#,-5.604,major,0.266,0.00763,0,0.354,0.742,82.947,6FvUZBd2y5gBHAims34gHe,190642,4,F# major
0.519,0.551,A#,-8.436,minor,0.0333,0.0592,0.437,0.368,0.141,86.83,2uRZUJxvvsndpNpF0vSwDl,309145,4,A# minor
0.649,0.591,A,-11.936,minor,0.198,0.719,0.78,0.122,0.421,90.006,1YI6wLnlhRIYCBq5vg2tfx,218507,4,A minor
0.677,0.839,A#,-8.134,major,0.038,0.158,0.0968,0.164,0.563,115.011,0yftcs2gs8LMwMIM6ndlOl,214676,4,A# major
0.614,0.671,E,-8.029,minor,0.147,0.136,1.14e-4,0.17,0.214,143.099,59jz14e2H1EkNHiXY7kd05,315565,4,E minor
0.498,0.679,C#,-11.623,major,0.0341,0.29,0.84,0.0916,0.164,87.907,1Wnx2ZERFJxaslj9VuZq9q,321440,4,C# major
0.552,0.222,D,-19.007,minor,0.0493,0.695,0.901,0.115,0.157,105.034,4iYCNkBHg9YXjrw78K4WeS,290540,4,D minor
0.453,0.522,F,-12.395,minor,0.0537,0.312,0.822,0.0666,0.339,135.911,0gkVD2tr14wCfJhqhdE94L,264e3,4,F minor
0.75,0.483,E,-10.628,minor,0.065,0.349,0.877,0.091,0.784,90.294,02PEzBRF5NQgBQPrXZvdvL,264147,4,E minor
0.238,0.566,D,-13.844,minor,0.146,0.0358,0.881,0.119,0.0361,82.381,6PpRAq3EJ3Tynu2UFVnrhA,265437,4,D minor
0.541,0.922,C,-4.602,major,0.0638,0.00244,3.04e-5,0.107,0.413,135.028,6aAwVy5Hzf44HaXlG6INFO,257880,4,C major
0.657,0.16,D#,-17.304,major,0.0254,0.854,0.797,0.0802,0.0639,99.001,5PLcH69JfMAzVmJ39cDOGS,244907,4,D# major
0.583,0.768,E,-5.852,major,0.0286,2.4e-5,0.865,0.139,0.628,109.976,1rldeBosgjoIDABmUJnCPW,244364,4,E major
0.616,0.777,F,-9.746,minor,0.0505,0.264,0.888,0.175,0.724,128.005,79BeOrjDaBxvzTPUBxxV5u,155333,4,F minor
0.416,0.779,D,-5.647,major,0.0308,0.0713,0.73,0.0658,0.296,161.89,4pnipOyqSfpDzeKpBPdOG0,236667,4,D major
0.653,0.822,F#,-7.89,major,0.0348,0.183,7.28e-5,0.111,0.408,130.066,6Xm92ATVFyFt5QiTD2oLVU,173827,4,F# major
0.49,0.727,B,-6.001,major,0.0327,0.361,0.00246,0.0808,0.248,159.934,6MItX67OtBQHzId57kYQqd,247010,4,B major
0.188,0.675,F#,-6.188,major,0.0379,0.206,0.0962,0.662,0.617,70.682,0jcHQTvfHCH1LETpdMdHJo,219227,4,F# major
0.65,0.567,F#,-6.139,major,0.0281,0.113,0.0016,0.147,0.369,118.012,0W7XCmgWhKXvqWbhTRP5Ai,206540,4,F# major
0.714,0.555,F#,-7.55,minor,0.0459,0.656,2.89e-4,0.11,0.329,102.971,2U6hcDLZHYRSd9Up0mMe9W,205130,4,F# minor
0.592,0.837,D#,-4.442,major,0.0448,0.0746,1.04e-5,0.243,0.424,117.045,2rzQSDMRbe5RnCaNq410xp,207867,4,D# major
0.572,0.428,G,-12.63,major,0.0285,0.96,0.92,0.129,0.198,105.023,3sNySNP5Psp1ojI3Vip3Zr,247493,4,G major
0.656,0.244,F#,-12.489,major,0.0308,0.445,0.715,0.118,0.464,110.048,0m5dYg8PUPEVf8hjXz8QoO,241599,4,F# major
0.929,0.714,B,-8.067,major,0.0307,0.254,0.00306,0.124,0.785,106.993,6Vn9ip0TryleiFXRs7Iw9q,179439,4,B major
