year,race,networth,pctle,diff,nw07
2013,Other,122701.453488372,54,-86783.46325991399,209484.916748286
2016,Other,147030,54,-62454.91674828599,209484.916748286
2007,Other,215390.793339863,55,0,215390.793339863
2010,Other,111638.205048302,55,-103752.58829156101,215390.793339863
2013,Other,130640.959302326,55,-84749.83403753702,215390.793339863
2016,Other,153160,55,-62230.79333986301,215390.793339863
2007,Other,226507.737512243,56,0,226507.737512243
2010,Other,115186.310377065,56,-111321.427135178,226507.737512243
2013,Other,163326.976744186,56,-63180.76076805702,226507.737512243
2016,Other,170800,56,-55707.73751224301,226507.737512243
2007,Other,241214.528240287,57,0,241214.528240287
2010,Other,123774.71486444402,57,-117439.81337584299,241214.528240287
2013,Other,170133.298546512,57,-71081.229693775,241214.528240287
2016,Other,180180,57,-61034.52824028701,241214.528240287
2007,Other,248278.41984982,58,0,248278.41984982
2010,Other,129765.596759115,58,-118512.823090705,248278.41984982
2013,Other,178535.77034883702,58,-69742.64950098298,248278.41984982
2016,Other,188600,58,-59678.41984982,248278.41984982
2007,Other,250131.24387855,59,0,250131.24387855
2010,Other,137900.816453724,59,-112230.42742482602,250131.24387855
2013,Other,183247.918604651,59,-66883.32527389901,250131.24387855
2016,Other,206e3,59,-44131.24387855001,250131.24387855
2007,Other,254415.899444989,60,0,254415.899444989
2010,Other,148843.571205983,60,-105572.32823900599,254415.899444989
2013,Other,190176.941860465,60,-64238.957584523974,254415.899444989
2016,Other,245200,60,-9215.899444988987,254415.899444989
2007,Other,272480.933725106,61,0,272480.933725106
2010,Other,165058.744157058,61,-107422.189568048,272480.933725106
2013,Other,208592.47093023296,61,-63888.46279487305,272480.933725106
2016,Other,260450,61,-12030.933725106006,272480.933725106
2007,Other,285334.90042442,62,0,285334.90042442
2010,Other,170474.855095045,62,-114860.04532937502,285334.90042442
2013,Other,228286.569767442,62,-57048.33065697801,285334.90042442
2016,Other,273840,62,-11494.900424420019,285334.90042442
2007,Other,306248.65164871,63,0,306248.65164871
2010,Other,177239.467123715,63,-129009.18452499501,306248.65164871
2013,Other,232307.877906977,63,-73940.77374173302,306248.65164871
2016,Other,297e3,63,-9248.651648710016,306248.65164871
2007,Other,313451.505060398,64,0,313451.505060398
2010,Other,191000.810221253,64,-122450.69483914503,313451.505060398
2013,Other,234215.421511628,64,-79236.08354877002,313451.505060398
2016,Other,308400,64,-5051.50506039802,313451.505060398
2007,Other,324244.205027751,65,0,324244.205027751
2010,Other,203491.025241508,65,-120753.17978624298,324244.205027751
2013,Other,249991.322674419,65,-74252.88235333198,324244.205027751
2016,Other,321520,65,-2724.2050277509843,324244.205027751
2007,Other,327718.250081619,66,0,327718.250081619
2010,Other,221397.351199751,66,-106320.89888186802,327718.250081619
2013,Other,259838.37209302298,66,-67879.87798859604,327718.250081619
2016,Other,344680,66,16961.749918380985,327718.250081619
2007,Other,332929.317662422,67,0,332929.317662422
2010,Other,238529.947023995,67,-94399.37063842703,332929.317662422
2013,Other,273448.953488372,67,-59480.364174050046,332929.317662422
2016,Other,368600,67,35670.68233757798,332929.317662422
2007,Other,348215.115899445,68,0,348215.115899445
2010,Other,246819.912745404,68,-101395.20315404102,348215.115899445
2013,Other,287678.197674419,68,-60536.91822502605,348215.115899445
2016,Other,380400,68,32184.884100554977,348215.115899445
2007,Other,370101.599738818,69,0,370101.599738818
2010,Other,254977.23901526997,69,-115124.36072354804,370101.599738818
2013,Other,305000.755813953,69,-65100.84392486501,370101.599738818
2016,Other,423200,69,53098.40026118199,370101.599738818
2007,Other,381334.345412994,70,0,381334.345412994
2010,Other,262073.44967279502,70,-119260.89574019896,381334.345412994
2013,Other,332221.918604651,70,-49112.42680834298,381334.345412994
2016,Other,453441,70,72106.65458700602,381334.345412994
2007,Other,389834.175644793,71,0,389834.175644793
2010,Other,271027.717980679,71,-118806.45766411402,389834.175644793
2013,Other,359443.081395349,71,-30391.094249444024,389834.175644793
2016,Other,475700,71,85865.82435520698,389834.175644793
2007,Other,409010.904342148,72,0,409010.904342148
2010,Other,291033.063259582,72,-117977.84108256601,409010.904342148
2013,Other,375734.534883721,72,-33276.36945842701,409010.904342148
2016,Other,480010,72,70999.09565785201,409010.904342148
2007,Other,428592.938295788,73,0,428592.938295788
2010,Other,303965.40978498,73,-124627.52851080801,428592.938295788
2013,Other,423784.011627907,73,-4808.926667881024,428592.938295788
2016,Other,498500,73,69907.06170421198,428592.938295788
2007,Other,477125.347698335,74,0,477125.347698335
2010,Other,320689.033966968,74,-156436.313731367,477125.347698335
2013,Other,447808.75,74,-29316.597698335012,477125.347698335
2016,Other,572800,74,95674.65230166499,477125.347698335
2007,Other,505728.318641854,75,0,505728.318641854
2010,Other,347515.363041446,75,-158212.95560040796,505728.318641854
2013,Other,469616.61337209295,75,-36111.705269761034,505728.318641854
2016,Other,599700,75,93971.68135814602,505728.318641854
2007,Other,525623.016650343,76,0,525623.016650343
2010,Other,391839.04643191,76,-133783.97021843295,525623.016650343
2013,Other,505653.720930233,76,-19969.29572010995,525623.016650343
2016,Other,634200,76,108576.98334965704,525623.016650343
2007,Other,577131.524649037,77,0,577131.524649037
2010,Other,452521.595512621,77,-124609.92913641606,577131.524649037
2013,Other,527719.360465116,77,-49412.164183921064,577131.524649037
2016,Other,665200,77,88068.47535096295,577131.524649037
2007,Other,613886.9213189681,78,0,613886.9213189681
2010,Other,476065.098161421,78,-137821.82315754704,613886.9213189681
2013,Other,605670.872093023,78,-8216.049225945026,613886.9213189681
2016,Other,720800,78,106913.07868103194,613886.9213189681
2007,Other,617511.508325171,79,0,617511.508325171
2010,Other,534614.362729822,79,-82897.1455953489,617511.508325171
2013,Other,630004.941860465,79,12493.433535294025,617511.508325171
2016,Other,766100,79,148588.49167482904,617511.508325171
2007,Other,640729.709435194,80,0,640729.709435194
2010,Other,553880.243066376,80,-86849.46636881807,640729.709435194
2013,Other,644955.959302326,80,4226.249867131934,640729.709435194
2016,Other,833700,80,192970.29056480597,640729.709435194
2007,Other,656872.438785504,81,0,656872.438785504
2010,Other,603509.504518542,81,-53362.934266961995,656872.438785504
2013,Other,696511.191860465,81,39638.753074961016,656872.438785504
2016,Other,889100,81,232227.56121449603,656872.438785504
2007,Other,670374.893894874,82,0,670374.893894874
2010,Other,637443.097538174,82,-32931.79635670001,670374.893894874
2013,Other,713524.418604651,82,43149.524709776975,670374.893894874
2016,Other,954040,82,283665.106105126,670374.893894874
2007,Other,680449.624551094,83,0,680449.624551094
2010,Other,713180.224368962,83,32730.599817867973,680449.624551094
2013,Other,742601.569767442,83,62151.94521634793,680449.624551094
2016,Other,1020500,83,340050.375448906,680449.624551094
2007,Other,693766.797257591,84,0,693766.797257591
2010,Other,802689.747584917,84,108922.95032732596,693766.797257591
2013,Other,802302.5290697669,84,108535.73181217583,693766.797257591
2016,Other,1082810,84,389043.20274240896,693766.797257591
2007,Other,746919.686581783,85,0,746919.686581783
2010,Other,863969.174197569,85,117049.48761578603,746919.686581783
2013,Other,898298.372093023,85,151378.68551124004,746919.686581783
2016,Other,1144e3,85,397080.313418217,746919.686581783
2007,Other,815242.572641201,86,0,815242.572641201
2010,Other,920186.195076348,86,104943.62243514706,815242.572641201
2013,Other,961401.9767441859,86,146159.40410298493,815242.572641201
2016,Other,1267900,86,452657.42735879903,815242.572641201
2007,Other,854615.083251714,87,0,854615.083251714
2010,Other,1124672.01620443,87,270056.932952716,854615.083251714
2013,Other,967165.851744186,87,112550.76849247201,854615.083251714
2016,Other,1381e3,87,526384.916748286,854615.083251714
2007,Other,887155.305256285,88,0,887155.305256285
2010,Other,1275880.99096292,88,388725.685706635,887155.305256285
2013,Other,1035950.84302326,88,148795.537766975,887155.305256285
2016,Other,1415200,88,528044.694743715,887155.305256285
2007,Other,951309.337251061,89,0,951309.337251061
2010,Other,1277096.85260206,89,325787.51535099896,951309.337251061
2013,Other,1109571.71511628,89,158262.3778652189,951309.337251061
2016,Other,1474300,89,522990.662748939,951309.337251061
2007,Other,1198545.54358472,90,0,1198545.54358472
2010,Other,1403435.9301963197,90,204890.3866115997,1198545.54358472
2013,Other,1125760.05813953,90,-72785.48544518999,1198545.54358472
2016,Other,1643700,90,445154.45641528,1198545.54358472
2007,Other,1277290.56480575,91,0,1277290.56480575
2010,Other,1559950.48301652,91,282659.91821077,1277290.56480575
2013,Other,1173603.31395349,91,-103687.25085226004,1277290.56480575
2016,Other,1845699,91,568408.43519425,1277290.56480575
2007,Other,1341444.59680052,92,0,1341444.59680052
2010,Other,1849436.0860081003,92,507991.4892075802,1341444.59680052
2013,Other,1246811.74418605,92,-94632.85261447006,1341444.59680052
2016,Other,2065690,92,724245.4031994799,1341444.59680052
2007,Other,1357193.60104473,93,0,1357193.60104473
2010,Other,1851646.74353381,93,494453.14248907985,1357193.60104473
2013,Other,1380649.12790698,93,23455.526862249942,1357193.60104473
2016,Other,2161900,93,804706.39895527,1357193.60104473
2007,Other,1663835.97779954,94,0,1663835.97779954
2010,Other,2160254.53412278,94,496418.55632324005,1663835.97779954
2013,Other,1826498.77906977,94,162662.80127022997,1663835.97779954
2016,Other,2433e3,94,769164.0222004601,1663835.97779954
2007,Other,2264382.56611166,95,0,2264382.56611166
2010,Other,2405416.4537239,95,141033.88761223992,2264382.56611166
2013,Other,2609622.76162791,95,345240.1955162501,2264382.56611166
2016,Other,2662e3,95,397617.4338883399,2264382.56611166
2007,Other,3100469.40907607,96,0,3100469.40907607
2010,Other,2950675.13244001,96,-149794.27663605986,3100469.40907607
2013,Other,3178070.75581395,96,77601.34673788026,3100469.40907607
2016,Other,3623900,96,523430.59092393005,3100469.40907607
2007,Other,4030540.75089781,97,0,4030540.75089781
2010,Other,3873624.6494234996,97,-156916.10147431027,4030540.75089781
2013,Other,3491320.34883721,97,-539220.4020606,4030540.75089781
2016,Other,4609e3,97,578459.2491021901,4030540.75089781
2007,Other,4693944.39438459,98,0,4693944.39438459
2010,Other,4784526.08289187,98,90581.68850728031,4693944.39438459
2013,Other,3880974.7965116296,98,-812969.5978729604,4693944.39438459
2016,Other,6637500,98,1943555.60561541,4693944.39438459
2007,Other,12480275.2530199,99,0,12480275.2530199
2010,Other,7773777.1891555,99,-4706498.063864399,12480275.2530199
2013,Other,6536069.27325581,99,-5944205.979764089,12480275.2530199
2016,Other,9937e3,99,-2543275.253019899,12480275.2530199
2007,Other,374779563.5259551,100,0,374779563.5259551
2010,Other,212222017.139296,100,-162557546.3866591,374779563.5259551
2013,Other,670866588.081395,100,296087024.55543995,374779563.5259551
2016,Other,169613e3,100,-205166563.52595508,374779563.5259551
