year,race,networth,pctle,diff,nw07
2010,Black,165.799314428171,25,-760.6126999368311,926.412014365002
2013,Black,0,25,-926.412014365002,926.412014365002
2016,Black,600,25,-326.41201436500205,926.412014365002
2007,Black,1263.39438459027,26,0,1263.39438459027
2010,Black,552.664381427236,26,-710.730003163034,1263.39438459027
2013,Black,0,26,-1263.39438459027,1263.39438459027
2016,Black,800,26,-463.39438459026996,1263.39438459027
2007,Black,1737.02252693438,27,0,1737.02252693438
2010,Black,1105.32876285447,27,-631.6937640799101,1737.02252693438
2013,Black,0,27,-1737.02252693438,1737.02252693438
2016,Black,910,27,-827.02252693438,1737.02252693438
2007,Black,2026.52628142344,28,0,2026.52628142344
2010,Black,1425.87410408227,28,-600.65217734117,2026.52628142344
2013,Black,51.5552325581395,28,-1974.9710488653004,2026.52628142344
2016,Black,1140,28,-886.52628142344,2026.52628142344
2007,Black,2316.0300359125,29,0,2316.0300359125
2010,Black,1768.52602056715,29,-547.5040153453499,2316.0300359125
2013,Black,154.665697674419,29,-2161.364338238081,2316.0300359125
2016,Black,1400,29,-916.0300359124999,2316.0300359125
2007,Black,2896.19555990859,30,0,2896.19555990859
2010,Black,2210.65752570894,30,-685.5380341996502,2896.19555990859
2013,Black,329.953488372093,30,-2566.242071536497,2896.19555990859
2016,Black,1560,30,-1336.19555990859,2896.19555990859
2007,Black,3162.53901403852,31,0,3162.53901403852
2010,Black,2542.25615456529,31,-620.2828594732296,3162.53901403852
2013,Black,618.662790697674,31,-2543.8762233408456,3162.53901403852
2016,Black,2e3,31,-1162.5390140385198,3162.53901403852
2007,Black,3960.41136141038,32,0,3960.41136141038
2010,Black,3205.45341227797,32,-754.9579491324098,3960.41136141038
2013,Black,886.75,32,-3073.66136141038,3960.41136141038
2016,Black,2520,32,-1440.4113614103799,3960.41136141038
2007,Black,4400.45706823376,33,0,4400.45706823376
2010,Black,3592.31847927703,33,-808.13858895673,4400.45706823376
2013,Black,1288.88081395349,33,-3111.57625428027,4400.45706823376
2016,Black,3040,33,-1360.4570682337599,4400.45706823376
2007,Black,4933.14397649363,34,0,4933.14397649363
2010,Black,3979.1835462761,34,-953.9604302175303,4933.14397649363
2013,Black,1649.76744186047,34,-3283.37653463316,4933.14397649363
2016,Black,3700,34,-1233.1439764936304,4933.14397649363
2007,Black,5419.51028403526,35,0,5419.51028403526
2010,Black,4598.1676534746,35,-821.3426305606599,5419.51028403526
2013,Black,2062.20930232558,35,-3357.30098170968,5419.51028403526
2016,Black,4200,35,-1219.5102840352602,5419.51028403526
2007,Black,5882.71629121776,36,0,5882.71629121776
2010,Black,5150.83203490184,36,-731.8842563159196,5882.71629121776
2013,Black,2639.62790697674,36,-3243.08838424102,5882.71629121776
2016,Black,4661,36,-1221.71629121776,5882.71629121776
2007,Black,6299.60169768201,37,0,6299.60169768201
2010,Black,5686.91648488626,37,-612.68521279575,6299.60169768201
2013,Black,3196.42441860465,37,-3103.1772790773603,6299.60169768201
2016,Black,5250,37,-1049.6016976820101,6299.60169768201
2007,Black,6484.88410055501,38,0,6484.88410055501
2010,Black,6278.2673730134,38,-206.6167275416101,6484.88410055501
2013,Black,3711.97674418605,38,-2772.9073563689603,6484.88410055501
2016,Black,5490,38,-994.8841005550103,6484.88410055501
2007,Black,7353.3953640222,39,0,7353.3953640222
2010,Black,6841.98504206918,39,-511.4103219530198,7353.3953640222
2013,Black,4021.30813953488,39,-3332.08722448732,7353.3953640222
2016,Black,5700,39,-1653.3953640221998,7353.3953640222
2007,Black,8221.90662748939,40,0,8221.90662748939
2010,Black,7460.96914926768,40,-760.9374782217101,8221.90662748939
2013,Black,4598.72674418605,40,-3623.17988330334,8221.90662748939
2016,Black,6230,40,-1991.9066274893903,8221.90662748939
2007,Black,8743.0133855697,41,0,8743.0133855697
2010,Black,8245.75257089436,41,-497.26081467534095,8743.0133855697
2013,Black,4949.3023255814,41,-3793.711059988301,8743.0133855697
2016,Black,6870,41,-1873.0133855697004,8743.0133855697
2007,Black,9704.16585047339,42,0,9704.16585047339
2010,Black,8964.21626674977,42,-739.9495837236191,9704.16585047339
2013,Black,5361.74418604651,42,-4342.42166442688,9704.16585047339
2016,Black,7900,42,-1804.1658504733896,9704.16585047339
2007,Black,11939.134835129,43,0,11939.134835129
2010,Black,9726.89311311935,43,-2212.2417220096504,11939.134835129
2013,Black,5985.5625,43,-5953.572335129,11939.134835129
2016,Black,8530,43,-3409.134835129,11939.134835129
2007,Black,12969.76820111,44,0,12969.76820111
2010,Black,10445.3568089748,44,-2524.4113921352,12969.76820111
2013,Black,6403.15988372093,44,-6566.60831738907,12969.76820111
2016,Black,9170,44,-3799.7682011100005,12969.76820111
2007,Black,13409.8139079334,45,0,13409.8139079334
2010,Black,11384.8862574011,45,-2024.9276505322996,13409.8139079334
2013,Black,7063.06686046512,45,-6346.74704746828,13409.8139079334
2016,Black,10275,45,-3134.8139079333996,13409.8139079334
2007,Black,14405.7068233758,46,0,14405.7068233758
2010,Black,12821.8136491119,46,-1583.8931742638997,14405.7068233758
2013,Black,8104.48255813954,46,-6301.22426523626,14405.7068233758
2016,Black,11215,46,-3190.7068233758,14405.7068233758
2007,Black,15864.8057460007,47,0,15864.8057460007
2010,Black,13507.1174820816,47,-2357.688263919101,15864.8057460007
2013,Black,8836.56686046512,47,-7028.23888553558,15864.8057460007
2016,Black,12130,47,-3734.8057460007003,15864.8057460007
2007,Black,17022.8207639569,48,0,17022.8207639569
2010,Black,14479.8067933936,48,-2543.013970563301,17022.8207639569
2013,Black,9640.82848837209,48,-7381.992275584811,17022.8207639569
2016,Black,13500,48,-3522.820763956901,17022.8207639569
2007,Black,18991.4462944825,49,0,18991.4462944825
2010,Black,15905.6808974758,49,-3085.7653970066985,18991.4462944825
2013,Black,10723.488372093,49,-8267.9579223895,18991.4462944825
2016,Black,14700,49,-4291.446294482499,18991.4462944825
2007,Black,19802.0568070519,50,0,19802.0568070519
2010,Black,17209.9688376441,50,-2592.0879694077994,19802.0568070519
2013,Black,11373.0843023256,50,-8428.9725047263,19802.0568070519
2016,Black,16600,50,-3202.0568070519003,19802.0568070519
2007,Black,23808.7887691805,51,0,23808.7887691805
2010,Black,18370.5640386413,51,-5438.224730539201,23808.7887691805
2013,Black,12888.8081395349,51,-10919.9806296456,23808.7887691805
2016,Black,18300,51,-5508.788769180501,23808.7887691805
2007,Black,28371.367939928205,52,0,28371.367939928205
2010,Black,19895.9177313805,52,-8475.450208547703,28371.367939928205
2013,Black,13754.9360465116,52,-14616.431893416604,28371.367939928205
2016,Black,20060,52,-8311.367939928205,28371.367939928205
2007,Black,30641.077375122397,53,0,30641.077375122397
2010,Black,21443.3779993768,53,-9197.699375745597,30641.077375122397
2013,Black,14899.4622093023,53,-15741.615165820096,30641.077375122397
2016,Black,22655,53,-7986.077375122397,30641.077375122397
2007,Black,35087.8550440744,54,0,35087.8550440744
2010,Black,24438.8189467124,54,-10649.036097362,35087.8550440744
2013,Black,16188.3430232558,54,-18899.512020818598,35087.8550440744
2016,Black,24900,54,-10187.8550440744,35087.8550440744
2007,Black,37868.2491021874,55,0,37868.2491021874
2010,Black,27213.1941414771,55,-10655.054960710302,37868.2491021874
2013,Black,16911.1473837209,55,-20957.1017184665,37868.2491021874
2016,Black,27320,55,-10548.249102187401,37868.2491021874
2007,Black,39835.7166176951,56,0,39835.7166176951
2010,Black,28849.0807105017,56,-10986.635907193398,39835.7166176951
2013,Black,18662.9941860465,56,-21172.7224316486,39835.7166176951
2016,Black,30080,56,-9755.7166176951,39835.7166176951
2007,Black,42927.6167156383,57,0,42927.6167156383
2010,Black,31999.267684637,57,-10928.3490310013,42927.6167156383
2013,Black,19910.6308139535,57,-23016.985901684802,42927.6167156383
2016,Black,32900,57,-10027.616715638302,42927.6167156383
2007,Black,44467.7766895201,58,0,44467.7766895201
2010,Black,34265.1916484886,58,-10202.585041031496,44467.7766895201
2013,Black,21910.9738372093,58,-22556.802852310797,44467.7766895201
2016,Black,35650,58,-8817.776689520098,44467.7766895201
2007,Black,47478.6157362063,59,0,47478.6157362063
2010,Black,37802.2436896229,59,-9676.372046583405,47478.6157362063
2013,Black,23715.4069767442,59,-23763.2087594621,47478.6157362063
2016,Black,38260,59,-9218.615736206302,47478.6157362063
2007,Black,52689.6833170095,60,0,52689.6833170095
2010,Black,40233.9669679028,60,-12455.716349106697,52689.6833170095
2013,Black,25983.8372093023,60,-26705.8461077072,52689.6833170095
2016,Black,4e4,60,-12689.683317009498,52689.6833170095
2007,Black,61027.3914462945,61,0,61027.3914462945
2010,Black,44434.2162667498,61,-16593.175179544705,61027.3914462945
2013,Black,27757.3372093023,61,-33270.054236992204,61027.3914462945
2016,Black,41200,61,-19827.391446294503,61027.3914462945
2007,Black,63690.8259875939,62,0,63690.8259875939
2010,Black,47319.1243377999,62,-16371.701649793999,63690.8259875939
2013,Black,30438.2093023256,62,-33252.616685268295,63690.8259875939
2016,Black,43380,62,-20310.825987593897,63690.8259875939
2007,Black,65659.4515181195,63,0,65659.4515181195
2010,Black,50436.1514490495,63,-15223.30006907,65659.4515181195
2013,Black,33015.9709302326,63,-32643.4805878869,65659.4515181195
2016,Black,45570,63,-20089.451518119502,65659.4515181195
2007,Black,69480.9010773751,64,0,69480.9010773751
2010,Black,53453.6989716423,64,-16027.20210573281,69480.9010773751
2013,Black,35160.6686046512,64,-34320.23247272391,69480.9010773751
2016,Black,48443,64,-21037.901077375107,69480.9010773751
2007,Black,73800.2970943519,65,0,73800.2970943519
2010,Black,55598.0367715799,65,-18202.260322772003,73800.2970943519
2013,Black,37532.2093023256,65,-36268.0877920263,73800.2970943519
2016,Black,53240,65,-20560.297094351903,73800.2970943519
2007,Black,80725.2269017303,66,0,80725.2269017303
2010,Black,61787.877843565,66,-18937.349058165302,80725.2269017303
2013,Black,41037.9651162791,66,-39687.26178545121,80725.2269017303
2016,Black,57250,66,-23475.226901730304,80725.2269017303
2007,Black,88124.9428664708,67,0,88124.9428664708
2010,Black,65214.3970084138,67,-22910.545858056998,88124.9428664708
2013,Black,43615.726744186,67,-44509.21612228479,88124.9428664708
2016,Black,61150,67,-26974.942866470796,88124.9428664708
2007,Black,95073.0329742083,68,0,95073.0329742083
2010,Black,70519.9750701153,68,-24553.057904093002,95073.0329742083
2013,Black,47224.5930232558,68,-47848.439950952496,95073.0329742083
2016,Black,68200,68,-26873.032974208298,95073.0329742083
2007,Black,101326.314071172,69,0,101326.314071172
2010,Black,73250.1371143658,69,-28076.1769568062,101326.314071172
2013,Black,51555.2325581395,69,-49771.081513032506,101326.314071172
2016,Black,72500,69,-28826.314071172004,101326.314071172
2007,Black,110787.296767875,70,0,110787.296767875
2010,Black,76112.9386101589,70,-34674.358157716095,110787.296767875
2013,Black,54803.2122093023,70,-55984.0845585727,110787.296767875
2016,Black,77680,70,-33107.296767875,110787.296767875
2007,Black,118708.119490695,71,0,118708.119490695
2010,Black,80036.8557182923,71,-38671.2637724027,118708.119490695
2013,Black,59298.8284883721,71,-59409.2910023229,118708.119490695
2016,Black,80680,71,-38028.119490695,118708.119490695
2007,Black,126767.904015671,72,0,126767.904015671
2010,Black,84502.3839202244,72,-42265.5200954466,126767.904015671
2013,Black,62794.273255814,72,-63973.630759857,126767.904015671
2016,Black,85260,72,-41507.904015670996,126767.904015671
2007,Black,139656.611165524,73,0,139656.611165524
2010,Black,90172.7204736678,73,-49483.8906918562,139656.611165524
2013,Black,68465.3488372093,73,-71191.2623283147,139656.611165524
2016,Black,89280,73,-50376.611165523995,139656.611165524
2007,Black,152973.783872021,74,0,152973.783872021
2010,Black,99865.3483951387,74,-53108.43547688231,152973.783872021
2013,Black,71249.3313953488,74,-81724.45247667222,152973.783872021
2016,Black,92660,74,-60313.78387202101,152973.783872021
2007,Black,160755.644792687,75,0,160755.644792687
2010,Black,108045.886569025,75,-52709.75822366201,160755.644792687
2013,Black,77126.6279069767,75,-83629.0168857103,160755.644792687
2016,Black,97500,75,-63255.644792687,160755.644792687
2007,Black,170459.81064316,76,0,170459.81064316
2010,Black,113053.025864755,76,-57406.78477840498,170459.81064316
2013,Black,82952.3691860465,76,-87507.44145711348,170459.81064316
2016,Black,103340,76,-67119.81064315999,170459.81064316
2007,Black,187482.631407117,77,0,187482.631407117
2010,Black,118380.710501714,77,-69101.920905403,187482.631407117
2013,Black,86612.7906976744,77,-100869.84070944261,187482.631407117
2016,Black,109400,77,-78082.631407117,187482.631407117
2007,Black,204389.650669278,78,0,204389.650669278
2010,Black,126339.07759426601,78,-78050.57307501198,204389.650669278
2013,Black,90572.2325581395,78,-113817.4181111385,204389.650669278
2016,Black,115980,78,-88409.650669278,204389.650669278
2007,Black,225986.630754163,79,0,225986.630754163
2010,Black,131920.987846681,79,-94065.64290748199,225986.630754163
2013,Black,97439.3895348837,79,-128547.2412192793,225986.630754163
2016,Black,125820,79,-100166.630754163,225986.630754163
2007,Black,242025.138752857,80,0,242025.138752857
2010,Black,137723.963851667,80,-104301.17490118998,242025.138752857
2013,Black,108998.072674419,80,-133027.066078438,242025.138752857
2016,Black,130390,80,-111635.13875285699,242025.138752857
2007,Black,247816.371857656,81,0,247816.371857656
2010,Black,149639.407915238,81,-98176.96394241799,247816.371857656
2013,Black,115689.94186046501,81,-132126.42999719098,247816.371857656
2016,Black,143e3,81,-104816.37185765599,247816.371857656
2007,Black,257310.936989879,82,0,257310.936989879
2010,Black,162206.995948894,82,-95103.941040985,257310.936989879
2013,Black,119814.360465116,82,-137496.57652476302,257310.936989879
2016,Black,152650,82,-104660.936989879,257310.936989879
2007,Black,265648.645119164,83,0,265648.645119164
2010,Black,181329.183546276,83,-84319.46157288802,265648.645119164
2013,Black,126928.98255814,83,-138719.66256102402,265648.645119164
2016,Black,161150,83,-104498.64511916402,265648.645119164
2007,Black,280818.641854391,84,0,280818.641854391
2010,Black,188016.422561546,84,-92802.21929284502,280818.641854391
2013,Black,146829.302325581,84,-133989.33952881003,280818.641854391
2016,Black,179230,84,-101588.64185439103,280818.641854391
2007,Black,283945.282402873,85,0,283945.282402873
2010,Black,197533.303209723,85,-86411.97919314998,283945.282402873
2013,Black,154047.034883721,85,-129898.24751915198,283945.282402873
2016,Black,190550,85,-93395.28240287298,283945.282402873
2007,Black,299254.240940255,86,0,299254.240940255
2010,Black,214046.914926768,86,-85207.326013487,299254.240940255
2013,Black,159243.802325581,86,-140010.438614674,299254.240940255
2016,Black,205300,86,-93954.240940255,299254.240940255
2007,Black,312779.856349984,87,0,312779.856349984
2010,Black,230107.34185104398,87,-82672.51449894003,312779.856349984
2013,Black,164017.816860465,87,-148762.039489519,312779.856349984
2016,Black,228e3,87,-84779.85634998401,312779.856349984
2007,Black,354005.190989226,88,0,354005.190989226
2010,Black,237369.35182299797,88,-116635.83916622802,354005.190989226
2013,Black,176731.337209302,88,-177273.853779924,354005.190989226
2016,Black,243500,88,-110505.19098922599,354005.190989226
2007,Black,372151.286320601,89,0,372151.286320601
2010,Black,246211.98192583397,89,-125939.30439476704,372151.286320601
2013,Black,185805.058139535,89,-186346.22818106602,372151.286320601
2016,Black,266300,89,-105851.28632060101,372151.286320601
2007,Black,393956.709108717,90,0,393956.709108717
2010,Black,258978.529136803,90,-134978.17997191398,393956.709108717
2013,Black,211170.23255814,90,-182786.47655057698,393956.709108717
2016,Black,286700,90,-107256.70910871698,393956.709108717
2007,Black,431291.113287627,91,0,431291.113287627
2010,Black,285329.566843253,91,-145961.54644437402,431291.113287627
2013,Black,226843.023255814,91,-204448.090031813,431291.113287627
2016,Black,307600,91,-123691.113287627,431291.113287627
2007,Black,518200.140385243,92,0,518200.140385243
2010,Black,296117.575568713,92,-222082.56481652998,518200.140385243
2013,Black,251795.755813953,92,-266404.38457129,518200.140385243
2016,Black,337820,92,-180380.140385243,518200.140385243
2007,Black,563988.054195233,93,0,563988.054195233
2010,Black,325961.452165784,93,-238026.60202944902,563988.054195233
2013,Black,273593.308139535,93,-290394.746055698,563988.054195233
2016,Black,390960,93,-173028.05419523304,563988.054195233
2007,Black,664700.620306889,94,0,664700.620306889
2010,Black,375038.049236522,94,-289662.57107036695,664700.620306889
2013,Black,310465.610465116,94,-354235.00984177296,664700.620306889
2016,Black,408e3,94,-256700.62030688894,664700.620306889
2007,Black,757457.623245184,95,0,757457.623245184
2010,Black,394491.835462761,95,-362965.78778242297,757457.623245184
2013,Black,340367.645348837,95,-417089.97789634694,757457.623245184
2016,Black,46e4,95,-297457.62324518396,757457.623245184
2007,Black,860868.3643486782,96,0,860868.3643486782
2010,Black,488776.378934247,96,-372091.98541443114,860868.3643486782
2013,Black,433373.284883721,96,-427495.0794649572,860868.3643486782
2016,Black,530050,96,-330818.36434867815,860868.3643486782
2007,Black,960457.655892915,97,0,960457.655892915
2010,Black,631308.522904332,97,-329149.13298858295,960457.655892915
2013,Black,546176.13372093,97,-414281.522171985,960457.655892915
2016,Black,678190,97,-282267.655892915,960457.655892915
2007,Black,1126864.41397323,98,0,1126864.41397323
2010,Black,896753.225303833,98,-230111.1886693969,1126864.41397323
2013,Black,697593.851744186,98,-429270.5622290439,1126864.41397323
2016,Black,946900,98,-179964.41397322994,1126864.41397323
2007,Black,1347535.75579497,99,0,1347535.75579497
2010,Black,1591783.95138672,99,244248.19559174986,1347535.75579497
2013,Black,1266206.82267442,99,-81328.93312055012,1347535.75579497
2016,Black,1622950,99,275414.2442050299,1347535.75579497
2007,Black,47526094.3519425,100,0,47526094.3519425
2010,Black,428067080.897476,100,380540986.54553354,47526094.3519425
2013,Black,238603710.107558,100,191077615.7556155,47526094.3519425
2016,Black,290823e3,100,243296905.6480575,47526094.3519425
2007,Hispanic,-29261.8814887365,1,0,-29261.8814887365
2010,Hispanic,-87254.652539732,1,-57992.77105099549,-29261.8814887365
2013,Hispanic,-78869.1947674419,1,-49607.313278705406,-29261.8814887365
2016,Hispanic,-73600,1,-44338.1185112635,-29261.8814887365
2007,Hispanic,-26819.6278158668,2,0,-26819.6278158668
2010,Hispanic,-42002.4929884699,2,-15182.865172603102,-26819.6278158668
2013,Hispanic,-56607.6453488372,2,-29788.0175329704,-26819.6278158668
2016,Hispanic,-50430,2,-23610.3721841332,-26819.6278158668
2007,Hispanic,-19686.2553052563,3,0,-19686.2553052563
2010,Hispanic,-31833.4683702088,3,-12147.213064952499,-19686.2553052563
2013,Hispanic,-47224.5930232558,3,-27538.3377179995,-19686.2553052563
2016,Hispanic,-37030,3,-17343.7446947437,-19686.2553052563
2007,Hispanic,-9032.51714005877,4,0,-9032.51714005877
2010,Hispanic,-19011.6547210969,4,-9979.13758103813,-9032.51714005877
2013,Hispanic,-31550.771220930204,4,-22518.254080871433,-9032.51714005877
2016,Hispanic,-24580,4,-15547.48285994123,-9032.51714005877
2007,Hispanic,-7909.2425726412,5,0,-7909.2425726412
2010,Hispanic,-15607.2421315051,5,-7697.999558863899,-7909.2425726412
2013,Hispanic,-19456.9447674419,5,-11547.702194800699,-7909.2425726412
2016,Hispanic,-15050,5,-7140.7574273588,-7909.2425726412
2007,Hispanic,-6438.56349983676,6,0,-6438.56349983676
2010,Hispanic,-12545.4814583983,6,-6106.917958561541,-6438.56349983676
2013,Hispanic,-14961.3284883721,6,-8522.764988535342,-6438.56349983676
2016,Hispanic,-7890,6,-1451.4365001632405,-6438.56349983676
2007,Hispanic,-2281.28958537382,7,0,-2281.28958537382
2010,Hispanic,-9008.42941726395,7,-6727.139831890129,-2281.28958537382
2013,Hispanic,-9682.0726744186,7,-7400.783089044779,-2281.28958537382
2016,Hispanic,-4580,7,-2298.71041462618,-2281.28958537382
2007,Hispanic,-1388.46000652955,8,0,-1388.46000652955
2010,Hispanic,-6819.87846681209,8,-5431.41846028254,-1388.46000652955
2013,Hispanic,-7630.17441860465,8,-6241.7144120751,-1388.46000652955
2016,Hispanic,-2499,8,-1110.53999347045,-1388.46000652955
2007,Hispanic,-822.190662748939,9,0,-822.190662748939
2010,Hispanic,-4421.31505141789,9,-3599.124388668951,-822.190662748939
2013,Hispanic,-5103.96802325581,9,-4281.777360506871,-822.190662748939
2016,Hispanic,-1670,9,-847.809337251061,-822.190662748939
2007,Hispanic,-231.60300359125,10,0,-231.60300359125
2010,Hispanic,-1657.99314428171,10,-1426.3901406904602,-231.60300359125
2013,Hispanic,-4124.41860465116,10,-3892.8156010599105,-231.60300359125
2016,Hispanic,-995,10,-763.39699640875,-231.60300359125
2007,Hispanic,0,11,0,0
2010,Hispanic,-1104.22343409162,11,-1104.22343409162,0
2013,Hispanic,-2062.20930232558,11,-2062.20930232558,0
2016,Hispanic,-188,11,-188,0
2007,Hispanic,0,12,0,0
2010,Hispanic,-110.532876285447,12,-110.532876285447,0
2013,Hispanic,-1546.65697674419,12,-1546.65697674419,0
2016,Hispanic,0,12,0,0
2007,Hispanic,0,13,0,0
2010,Hispanic,0,13,0,0
2013,Hispanic,-1103.28197674419,13,-1103.28197674419,0
2016,Hispanic,0,13,0,0
2007,Hispanic,0,14,0,0
2010,Hispanic,0,14,0,0
2013,Hispanic,-103.11046511627902,14,-103.11046511627902,0
2016,Hispanic,10,14,10,0
2007,Hispanic,0,15,0,0
2010,Hispanic,0,15,0,0
2013,Hispanic,0,15,0,0
2016,Hispanic,60,15,60,0
2007,Hispanic,347.404505386876,16,0,347.404505386876
2010,Hispanic,0,16,-347.404505386876,347.404505386876
2013,Hispanic,0,16,-347.404505386876,347.404505386876
2016,Hispanic,180,16,-167.404505386876,347.404505386876
2007,Hispanic,463.206007182501,17,0,463.206007182501
2010,Hispanic,0,17,-463.206007182501,463.206007182501
2013,Hispanic,1.03110465116279,17,-462.17490253133826,463.206007182501
2016,Hispanic,300,17,-163.20600718250103,463.206007182501
2007,Hispanic,810.610512569376,18,0,810.610512569376
2010,Hispanic,11.0532876285447,18,-799.5572249408314,810.610512569376
2013,Hispanic,103.110465116279,18,-707.5000474530971,810.610512569376
2016,Hispanic,500,18,-310.61051256937606,810.610512569376
2007,Hispanic,1042.21351616063,19,0,1042.21351616063
2010,Hispanic,110.532876285447,19,-931.680639875183,1042.21351616063
2013,Hispanic,237.15406976744197,19,-805.059446393188,1042.21351616063
2016,Hispanic,740,19,-302.21351616063,1042.21351616063
2007,Hispanic,1516.99967352269,20,0,1516.99967352269
2010,Hispanic,221.065752570894,20,-1295.9339209517962,1516.99967352269
2013,Hispanic,412.441860465116,20,-1104.557813057574,1516.99967352269
2016,Hispanic,1e3,20,-516.99967352269,1516.99967352269
2007,Hispanic,1968.62553052563,21,0,1968.62553052563
2010,Hispanic,552.664381427236,21,-1415.961149098394,1968.62553052563
2013,Hispanic,587.729651162791,21,-1380.895879362839,1968.62553052563
2016,Hispanic,1200,21,-768.62553052563,1968.62553052563
2007,Hispanic,2316.0300359125,22,0,2316.0300359125
2010,Hispanic,884.2630102835769,22,-1431.767025628923,2316.0300359125
2013,Hispanic,721.773255813953,22,-1594.2567800985469,2316.0300359125
2016,Hispanic,1500,22,-816.0300359124999,2316.0300359125
2007,Hispanic,2570.79333986288,23,0,2570.79333986288
2010,Hispanic,1326.39451542537,23,-1244.3988244375103,2570.79333986288
2013,Hispanic,1237.32558139535,23,-1333.4677584675303,2570.79333986288
2016,Hispanic,1800,23,-770.7933398628802,2570.79333986288
2007,Hispanic,2895.03754489063,24,0,2895.03754489063
2010,Hispanic,1768.52602056715,24,-1126.5115243234802,2895.03754489063
2013,Hispanic,1649.76744186047,24,-1245.2701030301603,2895.03754489063
2016,Hispanic,2202,24,-693.0375448906302,2895.03754489063
2007,Hispanic,3474.04505386876,25,0,3474.04505386876
2010,Hispanic,2122.23122468059,25,-1351.81382918817,3474.04505386876
2013,Hispanic,2062.20930232558,25,-1411.8357515431799,3474.04505386876
2016,Hispanic,2600,25,-874.0450538687601,3474.04505386876
2007,Hispanic,3811.02742409403,26,0,3811.02742409403
2010,Hispanic,2763.32190713618,26,-1047.7055169578498,3811.02742409403
2013,Hispanic,2474.6511627907,26,-1336.37626130333,3811.02742409403
2016,Hispanic,3e3,26,-811.0274240940298,3811.02742409403
2007,Hispanic,4168.85406464251,27,0,4168.85406464251
2010,Hispanic,3205.45341227797,27,-963.4006523645398,4168.85406464251
2013,Hispanic,2680.87209302326,27,-1487.98197161925,4168.85406464251
2016,Hispanic,3300,27,-868.8540646425099,4168.85406464251
2007,Hispanic,4400.45706823376,28,0,4400.45706823376
2010,Hispanic,3537.05204113431,28,-863.4050270994499,4400.45706823376
2013,Hispanic,3217.04651162791,28,-1183.4105566058497,4400.45706823376
2016,Hispanic,3580,28,-820.4570682337599,4400.45706823376
2007,Hispanic,4794.18217433888,29,0,4794.18217433888
2010,Hispanic,3868.65066999065,29,-925.5315043482301,4794.18217433888
2013,Hispanic,3691.35465116279,29,-1102.82752317609,4794.18217433888
2016,Hispanic,4e3,29,-794.18217433888,4794.18217433888
2007,Hispanic,5674.27358798563,30,0,5674.27358798563
2010,Hispanic,4288.67559987535,30,-1385.5979881102803,5674.27358798563
2013,Hispanic,4114.10755813954,30,-1560.1660298460902,5674.27358798563
2016,Hispanic,4470,30,-1204.27358798563,5674.27358798563
2007,Hispanic,6021.67809337251,31,0,6021.67809337251
2010,Hispanic,4863.44655655968,31,-1158.2315368128302,6021.67809337251
2013,Hispanic,4330.63953488372,31,-1691.03855848879,6021.67809337251
2016,Hispanic,4900,31,-1121.6780933725104,6021.67809337251
2007,Hispanic,6832.28860594189,32,0,6832.28860594189
2010,Hispanic,5195.04518541602,32,-1637.2434205258696,6832.28860594189
2013,Hispanic,4743.08139534884,32,-2089.20721059305,6832.28860594189
2016,Hispanic,5480,32,-1352.2886059418897,6832.28860594189
2007,Hispanic,7411.29611492001,33,0,7411.29611492001
2010,Hispanic,5637.17669055781,33,-1774.1194243622003,7411.29611492001
2013,Hispanic,5155.52325581395,33,-2255.7728591060604,7411.29611492001
2016,Hispanic,6200,33,-1211.29611492001,7411.29611492001
2007,Hispanic,8372.4485798237,34,0,8372.4485798237
2010,Hispanic,5902.45559364288,34,-2469.9929861808205,8372.4485798237
2013,Hispanic,5361.74418604651,34,-3010.7043937771905,8372.4485798237
2016,Hispanic,6430,34,-1942.4485798237001,8372.4485798237
2007,Hispanic,8557.7309826967,35,0,8557.7309826967
2010,Hispanic,6189.84107198504,35,-2367.8899107116595,8557.7309826967
2013,Hispanic,5722.63081395349,35,-2835.100168743209,8557.7309826967
2016,Hispanic,7015,35,-1542.7309826966994,8557.7309826967
2007,Hispanic,8800.91413646752,36,0,8800.91413646752
2010,Hispanic,6421.96011218448,36,-2378.95402428304,8800.91413646752
2013,Hispanic,6289.73837209302,36,-2511.1757643744995,8800.91413646752
2016,Hispanic,7900,36,-900.9141364675197,8800.91413646752
2007,Hispanic,9148.31864185439,37,0,9148.31864185439
2010,Hispanic,7306.22312246806,37,-1842.0955193863301,9148.31864185439
2013,Hispanic,6805.29069767442,37,-2343.0279441799703,9148.31864185439
2016,Hispanic,9e3,37,-148.31864185439008,9148.31864185439
2007,Hispanic,10885.3411687888,38,0,10885.3411687888
2010,Hispanic,7737.301339981299,38,-3148.039828807501,10885.3411687888
2013,Hispanic,7423.95348837209,38,-3461.3876804167103,10885.3411687888
2016,Hispanic,10060,38,-825.3411687888001,10885.3411687888
2007,Hispanic,11985.4554358472,39,0,11985.4554358472
2010,Hispanic,8422.60517295107,39,-3562.8502628961305,11985.4554358472
2013,Hispanic,7733.28488372093,39,-4252.170552126269,11985.4554358472
2016,Hispanic,10800,39,-1185.4554358471996,11985.4554358472
2007,Hispanic,13085.5697029056,40,0,13085.5697029056
2010,Hispanic,9141.06886880648,40,-3944.500834099119,13085.5697029056
2013,Hispanic,8362.25872093023,40,-4723.31098197537,13085.5697029056
2016,Hispanic,12040,40,-1045.5697029055991,13085.5697029056
2007,Hispanic,14127.7832190663,41,0,14127.7832190663
