danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img
0.451,0.685,D#,-7.752,minor,0.0276,0.0194,0.757,0.0947,0.477,82.736,5rPP9ADi0t1ZmBLyZiy82A,213747,4,D# minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Look at Me,Rogue Wave,Delusions of Grand Fur,https://i.scdn.co/image/f1639e740db7ba9394312aa1c4ea8345cbcc2c35
0.632,0.654,C,-7.763,major,0.0296,0.367,0.106,0.11,0.585,119.992,48592nrA5uejb7me5qaX3s,238334,4,C major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Oblivion,David Bazan,Blanco,https://i.scdn.co/image/b86323167bfa976d55154aaa2aff24616eb0ef1c
0.657,0.581,A#,-11.322,major,0.0261,0.237,0.957,0.197,0.423,98.018,5dnmgajyW9hOYEYSSpyvmx,264587,4,A# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Care,David Bazan,Care,https://i.scdn.co/image/43151e07ea8c72627c96e6abfd6229983ca93c78
0.653,0.777,D,-7.484,minor,0.0304,5.98e-4,0.0676,0.0858,0.436,126.985,4zGUmPy29cOpbBb84TOrL5,218720,4,D minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Wolves At The Door,David Bazan,Strange Negotiations,https://i.scdn.co/image/3f76ee93dc31c3e692cc6ba1588329da25304de1
0.2,0.742,A,-5.415,major,0.0517,0.052,4.88e-4,0.0491,0.35,77.144,2DkZisoN9h1dLa8Sn5sx0n,233360,4,A major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Bitter,Palace,So Long Forever,https://i.scdn.co/image/1e9e342e0e313f78dd0df75192dc73cde6500b55
0.74,0.698,G#,-6.444,major,0.136,0.021,0.751,0.274,0.715,95.003,1depKpsqGCvr8wtjFFaFoO,198400,4,G# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Aminals,Baths,Cerulean,https://i.scdn.co/image/677a21003c23045a0b3e156f985ca4166473f186
0.324,0.816,E,-5.151,minor,0.402,0.0384,0.101,0.14,0.451,124.212,5PqVfnLTxGuqsLNxteeWRs,260179,1,E minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Prove It,KOOL A.D.,O.K. 3,https://i.scdn.co/image/e4557e901cb6257b1c6c1504979b5671f9efaf09
0.676,0.544,A#,-8.795,major,0.0302,0.0418,3.4e-5,0.125,0.151,118.019,6X7bvudfFVzjhuaj9OHPVP,144417,4,A# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Stilts,Febueder,From an Album,https://i.scdn.co/image/517e8e1545e2e9f8b23cee6691db31e9be637726
0.368,0.567,C#,-7.849,major,0.0559,0.0882,0,0.087,0.0667,132.007,5AggBpw0ro0Vm9sUBFL2JM,235929,3,C# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Skin,WebsterX,Daymares,https://i.scdn.co/image/3fff951f32476ab451f23ccb11cd27580d9e78e6
0.397,0.629,G,-6.59,major,0.0389,0.0194,0.0292,0.231,0.447,84.585,4n5IOgZgKqqcUnjxLDIerr,171982,4,G major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Dawn / Sea,Dem Yuut,Dawn / Sea,https://i.scdn.co/image/95db1b84e9a5ab5b58cbb55231c3392db3a66681
0.619,0.921,C,-6.258,major,0.0342,0.00497,0.811,0.111,0.533,119.991,11QhoSQKHK5RMPr1pas9e6,246493,4,C major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Friends,Delicate Steve,Cowboy Stories,https://i.scdn.co/image/8d621288445a3409a255407110ee3e653f907641
0.327,0.694,D,-1.348,major,0.0399,0.26,4.38e-4,0.307,0.204,122.633,1Vb9ic3vxp2is0nouMZjCe,218099,4,D major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,fuck these foolz that are making valencia street unchill,Field Medic,Songs from the Sunroom,https://i.scdn.co/image/66d7ec7f3d7f85bd88fffbe031b281eed9cd48cd
0.557,0.659,A,-4.085,minor,0.0243,0.24,0.00946,0.0928,0.679,87.957,67JMZOn4bu5GvW7UyRJYBG,196840,4,A minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Do You Really?,Wild Ones,Mirror Touch,https://i.scdn.co/image/2f8a13d1f5b18472c76bd9307df266ae97cb8c56
0.658,0.658,G,-7.135,major,0.232,0.0294,0,0.109,0.337,136.133,23n34Xj4lV5M9ZqEVl7kIw,208746,4,G major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Everfeel,WebsterX,Everfeel,https://i.scdn.co/image/fbe9f4370048cdf0ac665852341489d1c99d4720
0.399,0.693,B,-7.626,major,0.456,0.155,0,0.0592,0.408,75.189,4dyGS868sbyKQ0A21HeHH4,207083,4,B major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,In Gaol,Milo,A Toothpaste Suburb,https://i.scdn.co/image/ca2a700d20501662bbec561db2adb447712667c2
0.665,0.317,G#,-12.803,minor,0.0705,0.64,3.1e-4,0.188,0.0406,115.579,0Bv5esoQfy1E6DkhsCNu3d,197929,4,G# minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,You Are Go(o)d to Me,Milo,A Toothpaste Suburb,https://i.scdn.co/image/ca2a700d20501662bbec561db2adb447712667c2
0.762,0.802,F,-3.967,minor,0.0374,0.422,0.001,0.425,0.884,115.014,7FDqdRXOJc76D0UXUyYuvm,209040,4,F minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Magnetism,Vacationer,Magnetism,https://i.scdn.co/image/875eb5037705904bf175a8f5f810dc77b065d72e
0.524,0.843,E,-6.877,minor,0.0321,0.086,0.818,0.491,0.553,110.998,4GLUDL5VD0AepQCQGT8WuF,189720,4,E minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Sunlight Daze,Mimicking Birds,Layers of Us,https://i.scdn.co/image/9af213f69057f348437898d833e7c232a7c13632
0.435,0.57,D,-8.203,major,0.039,0.105,0.0572,0.109,0.119,82.04,6TTuSgfpcHCcSpyo9uUXI1,231853,4,D major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Animal,King Washington,The Gears,https://i.scdn.co/image/b2bb8cf6416a02e4fb39c6a410a0bc59f4a2cc3d
0.474,0.627,C,-8.889,major,0.0306,0.095,0.0139,0.101,0.533,134.982,2SDsEZP7175EpoxLMv75YK,248233,4,C major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Floating in the Dark,Palmas,Floating in the Dark,https://i.scdn.co/image/21a631fb7c4b20d28688cd1a7df61fe7af781eaa
0.625,0.771,A,-4.339,major,0.027,5.24e-4,0.121,0.123,0.409,128.068,0xmqkQSRbdmHv4ALaGsCTe,251855,4,A major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Goalkeeper,Chinese Football,Chinese Football,https://i.scdn.co/image/aa3b3cc8c239818aa7cd9cc5c712d00a21f18e04
0.863,0.793,G,-4.679,major,0.082,0.37,0,0.0589,0.359,124.02,4l0JtXF56uTvhtqjhtwl3J,239073,4,G major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Alguien Como Tu,The Musket Vine,Alguien Como Tu,https://i.scdn.co/image/094a8a8269f2eb8d92eced36bc2e329f24641f82
0.489,0.407,G#,-9.66,major,0.0245,0.55,0.87,0.11,0.254,102.563,0iyXQ7fk9suJXLzZ4QBeA1,172813,4,G# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Memory,(Sandy) Alex G,Trick,https://i.scdn.co/image/f611fff6495001884aa5426c215cc0eff649b2da
0.683,0.86,G,-7.317,major,0.31,0.0117,3.79e-4,0.356,0.298,143.311,7fjLBPTsQrbkV2WRedi2bw,175357,4,G major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Ziggy Starfish (Anxiety Raps) [feat. Gold Panda],Open Mike Eagle,A Special Episode - EP,https://i.scdn.co/image/04b9ca13b8762f55ecce4a7b5c409bdee21f8fa2
0.635,0.655,C,-9.521,major,0.0484,0.15,0.553,0.129,0.271,91.026,4ZOv9mx6Lz7RRaBFi5UNaE,184000,4,C major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Aquarium,Nosaj Thing,Views/Octopus EP,https://i.scdn.co/image/359c77d4287831a61550e91d7862b78985f92f7a
0.67,0.652,A#,-6.565,major,0.0454,0.456,0.816,0.0953,0.057,174.049,7thpkmYQjsmilZSddZQZOg,233793,4,A# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Wen Uuu,Shlohmo,Vacation - Single,https://i.scdn.co/image/cd06103a0ffb1b9cca4a81a05aff1ce9e6f21127
0.684,0.737,E,-6.46,minor,0.0485,0.41,0.869,0.0943,0.135,127.963,4xl7p1wHcDAihFHudcfn25,318750,4,E minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,The Way U Do,Shlohmo,Vacation - Single,https://i.scdn.co/image/cd06103a0ffb1b9cca4a81a05aff1ce9e6f21127
0.513,0.55,C,-7.342,major,0.0295,0.173,0.86,0.438,0.319,93.055,5DmhjZlwaJvUbQBTAIAX1i,295000,4,C major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Moon,Blood Cultures,Moon,https://i.scdn.co/image/60912dfabf9dd7078a265e6ea4b0ca8a3591a427
0.747,0.538,B,-9.664,minor,0.033,0.877,0.766,0.0877,0.3,136.948,2HFLh8qlNfW4EPpHVHz7Ej,180438,4,B minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Getting It On,SALES,SALES - EP,https://i.scdn.co/image/c17b3651b1630433fcd977a4f7c990bc2acb135f
0.677,0.479,A,-11.532,minor,0.0344,0.804,0.767,0.105,0.4,98.026,4ANZKZkg74qHyVgd0gwO32,151837,4,A minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Sorry Bro,SALES,SALES LP,https://i.scdn.co/image/dbb92491ae257274bf20a61d23bc3b3bd6413bda
0.511,0.617,D#,-5.493,major,0.0331,7.46e-4,0,0.167,0.29,147.971,4OJ1YFmoODiCC9wEH9ATvY,260950,4,D# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Candy (Know Wat Can Be),Dem Atlas,DWNR,https://i.scdn.co/image/34bd637e8e019cb286335ab6bda965a8c1323f13
0.726,0.717,F#,-5.291,major,0.263,0.112,0,0.541,0.436,92.933,6W9OFLPDISioluZonsXGMg,189293,4,F# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Prom Quiz,Grayskul,Deadlivers,https://i.scdn.co/image/93add80a76be4737ac8597627f74ba352f839ece
0.611,0.834,A#,-5.759,minor,0.0648,0.0112,0.549,0.651,0.668,82.928,0QJuFUJKx7ppendrbpAK4r,212760,4,A# minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Kiln,Hail Mary Mallon,Bestiary (Bonus Track Version),https://i.scdn.co/image/6da11671a9f5a317e5c2adeca7ad21bfa49289b6
0.342,0.587,B,-7.273,minor,0.0537,0.00648,0.0995,0.207,0.484,168.847,757PJjXAgywxrYkdhMkEV9,236867,4,B minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Holding on for Life,Broken Bells,After the Disco,https://i.scdn.co/image/ebfa0a96c727c9dacd575d8f5f56f27d8bfa11c3
0.597,0.786,F,-4.248,major,0.0419,0.00345,0,0.0909,0.666,99.888,3kb38wezoUA8ki5jPYy3t5,238973,4,F major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Little Secrets,Passion Pit,Manners,https://i.scdn.co/image/9f5bb223ebb80874e19048232d8c73a037913236
0.616,0.894,C#,-3.209,minor,0.0508,0.0178,1.03e-4,0.153,0.542,115.077,30lgD1UuHczwlxa7NZFeSQ,208080,4,C# minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Morocco,Moon Taxi,Mountains Beaches Cities,https://i.scdn.co/image/065b0050ae44c1ff31cb707e43a1ea7d58bdc135
0.648,0.931,A,-4.19,major,0.0613,0.275,0.00247,0.114,0.337,131.033,35v12v3E5bTVm0o5vdddVS,242467,4,A major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Smile,Eyedea & Abilities,By The Throat,https://i.scdn.co/image/223a60f7443a715d745543dbe158a4f356175edc
0.473,0.883,F#,-3.65,major,0.047,0.00201,9.67e-4,0.142,0.164,115.048,5PtEpuVX03k9bOUwilL5EO,238133,4,F# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Punching In A Dream,The Naked And Famous,"Passive Me, Aggressive You",https://i.scdn.co/image/a480aa3b6d253489a013a7c631fc465a1c03beeb
0.573,0.75,C#,-9.145,major,0.0272,0.0419,0.648,0.117,0.0396,101.979,3oaWlxqvuCDNc9snpZkgvK,296947,4,C# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Duckpond,Midwest Product,World Series of Love,https://i.scdn.co/image/599edf6e31e25f0642241d0cf148d77aae9e458d
0.675,0.772,F,-9.777,major,0.0334,0.0318,0.835,0.098,0.28,127.989,0Qsv2RrJ8CaQERBKSvMn8H,319560,4,F major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Alternator,Midwest Product,Specifics,https://i.scdn.co/image/e1b83d16e7fc4359af5deea7e1229c5094a3e7e4
0.471,0.254,B,-12.319,major,0.0391,0.218,4.53e-4,0.109,0.153,123.356,4PLuYTuKeW3yC9sLgwtFTm,183895,4,B major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Paul,Big Thief,Masterpiece,https://i.scdn.co/image/4205021e7000fda7083fff96161a7b0f8aaeec50
0.533,0.803,C#,-5.452,major,0.0321,0.0026,4.36e-4,0.0867,0.321,109.981,2LqDcjc3LqNlWYUUyMTxib,263986,4,C# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Strange Overtones,We Barbarians,Headspace,https://i.scdn.co/image/88c400deb853d60213cf33aaff10ba8344affc3a
0.343,0.561,A#,-8.738,minor,0.0394,0.45,0.0251,0.0916,0.198,143.421,0X3AfZXCqnfZUX7NmXUoG7,293750,4,A# minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,American Eyes,Promises Ltd.,American Eyes,https://i.scdn.co/image/d0510c42dfdd239969639c79ddb0e082da5606ed
0.22,0.8,G,-5.11,major,0.0504,0.00175,0.00916,0.492,0.213,176.047,03wKMRNYVvw6s9nm4I4jUS,279293,4,G major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Wolf Like Me,TV On The Radio,Return To Cookie Mountain,https://i.scdn.co/image/b9ac8ff719b4780407fdfd6c96269bb68c184820
0.211,0.637,G#,-7.817,major,0.0515,0.00304,0.00185,0.107,0.148,119.224,14R2hUgIr8eu1VogXoLqUk,241213,4,G# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Staring at the Sun,TV On The Radio,Young Liars,https://i.scdn.co/image/b187c6e80c96db6b4bad12722ce39dae719cf189
0.354,0.578,F#,-2.389,major,0.034,0.666,5.43e-4,0.161,0.136,116.292,3WxOtGjfZqejNgvyPWbdwa,184675,3,F# major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,let freedom ring 2,Field Medic,let freedom ring 2,https://i.scdn.co/image/332e3b238990b0ce4441ddd1c9b8f3f7977fef4c
0.575,0.414,A,-7.01,minor,0.0289,0.0196,4.33e-4,0.238,0.311,126.995,4VTO4g2C9uTI6omVI7pjlq,313106,4,A minor,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Swim,Mating Ritual,How You Gonna Stop It?,https://i.scdn.co/image/b39d89a31e89f5f228caab62423145d17b72e606
0.626,0.659,C,-5.669,major,0.0337,0.121,0,0.17,0.594,113.551,5GKekzF1YcR2DQd9c3DI8y,198961,4,C major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Cigarettes out the Window,TV Girl,Who Really Cares,https://i.scdn.co/image/e9c8eacdb7b1848372e0108f6797a2ec26602e04
0.362,0.463,D,-4.68,major,0.0285,0.326,0.0349,0.0994,0.18,139.986,0w9BogmsQSklaERVHIF9e1,198600,4,D major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,I'm Fine,Hazel English,Just Give In / Never Going Home,https://i.scdn.co/image/44f02b3ef2083d8ac5f1cc9a14edc1abd871a4e9
0.637,0.618,C,-4.746,major,0.0296,0.427,0.0971,0.0704,0.499,176.141,7qCZgvV98j6RjUULW1s1it,301960,4,C major,April '18,https://mosaic.scdn.co/640/6864ac44bae728609c554384c1089472416287b18eba1bb4c98cbb68637f2ff1b03cfc93f91afb8bc206010598a6bf39a75a1aebe9e752e96d40efcff1639e740db7ba9394312aa1c4ea8345cbcc2c35,Inside Out,Spoon,They Want My Soul,https://i.scdn.co/image/73aea6933ca08cdbc1d389a2e2c676027fe67e71
0.698,0.633,G#,-4.946,major,0.0597,0.0605,1.94e-4,0.0926,0.552,96.924,3GCdLUSnKSMJhs4Tj6CV3s,232187,4,G# major,March '18,https://mosaic.scdn.co/640/2bd50294b0b2874d3182fa31a6fb825784e6e3955257b54643e195adcb7417666a3b79ece17010518eba1bb4c98cbb68637f2ff1b03cfc93f91afb8baf1d27c30fbbb1b2afb605e893f7401acc1ca52d,All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,https://i.scdn.co/image/2bd50294b0b2874d3182fa31a6fb825784e6e395
0.607,0.455,E,-6.635,major,0.0335,0.307,0.0864,0.592,0.316,96.929,1rjZcJaoQMXY2sGfPAZ7K8,256934,4,E major,March '18,https://mosaic.scdn.co/640/2bd50294b0b2874d3182fa31a6fb825784e6e3955257b54643e195adcb7417666a3b79ece17010518eba1bb4c98cbb68637f2ff1b03cfc93f91afb8baf1d27c30fbbb1b2afb605e893f7401acc1ca52d,Rorschach,Typhoon,Offerings,https://i.scdn.co/image/8eba1bb4c98cbb68637f2ff1b03cfc93f91afb8b
0.686,0.664,B,-9.1,minor,0.0291,0.407,0.0337,0.122,0.565,124.027,3RLdY5TDtlFDrnq870BBFz,264453,4,B minor,March '18,https://mosaic.scdn.co/640/2bd50294b0b2874d3182fa31a6fb825784e6e3955257b54643e195adcb7417666a3b79ece17010518eba1bb4c98cbb68637f2ff1b03cfc93f91afb8baf1d27c30fbbb1b2afb605e893f7401acc1ca52d,Creepin',Small Leaks Sink Ships,Golden Calf,https://i.scdn.co/image/af1d27c30fbbb1b2afb605e893f7401acc1ca52d
