danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img
0.718,0.814,C,-9.329,major,0.0345,0.26,0.945,0.0878,0.658,99.96,26dLkQ7WPyZyOt0FROi67S,348518,4,C major,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Trippin',The Funky Bros,Proud & Famous,https://i.scdn.co/image/864f868b6719ccbd7ede23a04e95e81f794df7e2
0.776,0.747,G,-5.318,major,0.036,0.00306,3.8e-5,0.0519,0.966,115.967,0MrFdYmGk8IF4BMm1or1Up,198000,4,G major,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,In a Dream,Skybox,Morning After Cuts,https://i.scdn.co/image/e21792b88a80aee4806508535b0428219385ae89
0.406,0.793,F#,-9.405,minor,0.0669,0.0956,0.949,0.0941,0.705,162.083,6uq3dJDgNiB9q3hyV1u4st,222823,4,F# minor,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Anybody Out There,Young Mister,Young Mister,https://i.scdn.co/image/8fb1527dece02a893a394fd06e0be228daac3e6e
0.567,0.47,D,-8.388,major,0.0297,0.318,0.16,0.0944,0.516,75.461,3yogEdp82IygdtF6fYj42Z,252256,4,D major,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Two Thousand and Seventeen,Four Tet,Two Thousand and Seventeen,https://i.scdn.co/image/a52e0dbcc51d5547aef195ac784acc2005ca89fd
0.501,0.93,F,-4.471,major,0.048,0.00314,0.11,0.46,0.411,142.025,0gfxgjq6KUtVUNTRnAgX5M,278153,4,F major,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Scud Running,Prawn,Kingfisher (Deluxe),https://i.scdn.co/image/8c0b265673be28d5e84ba32603b9343aff0144c5
0.524,0.708,G#,-8.14,minor,0.0478,0.0497,0.0199,0.444,0.716,92.137,3eOoI3h5WtjPMrsyr2Qup4,213565,4,G# minor,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Shrug,Mouth Breather,Shrug,https://i.scdn.co/image/ba5545c57f6efb02857ba40f8532e1fa38963de9
0.455,0.515,C#,-7.689,minor,0.0252,0.0082,0.251,0.137,0.215,86.944,7vlX33qkhVUSMUe0wpTOyc,320075,4,C# minor,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Holy Toledo,Vundabar,Antics,https://i.scdn.co/image/6fe4009497dcd6c52ccc59c9753bee6bfa859b39
0.742,0.629,A#,-6.143,major,0.0362,0.239,0.067,0.092,0.489,130.067,6ktLNtYTKcZM1RNuezKmEo,243240,4,A# major,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Fade,Mexico City Blondes,Mexico City Blondes,https://i.scdn.co/image/36c2d9e4d113958dc70c666c69b56d6ab130d15e
0.232,0.738,D,-2.793,major,0.0447,0.0218,0.192,0.214,0.502,120.813,0LLKJL3tEm6UqcqY0t2oJa,282197,4,D major,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Dogwalk,Pity Sex,Dark World,https://i.scdn.co/image/a350cbb628694ba2afbfe7d377ecafba2df0ff7f
0.642,0.623,E,-5.217,minor,0.0292,0.691,0,0.0706,0.327,134.932,2SBFyml6gSXByXMRfW6UYi,248000,4,E minor,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Sleeping Sickness,City and Colour,Bring Me Your Love,https://i.scdn.co/image/ffc5e3e37e5666c741bcb9dca11869481a84aaa2
0.428,0.302,F,-9.701,minor,0.0282,0.92,0.0354,0.131,0.247,137.367,0bSsYXX28u4GO1t6Qhb63I,206373,4,F minor,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,What Makes a Man?,City and Colour,Bring Me Your Love,https://i.scdn.co/image/ffc5e3e37e5666c741bcb9dca11869481a84aaa2
0.421,0.727,G#,-8.273,minor,0.0365,0.0132,0.565,0.223,0.486,112.603,71UsuepAxDwu0aP6IoWYRP,299960,4,G# minor,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Vinta,Crumb,Crumb,https://i.scdn.co/image/35273c5d869243be82afb34a26052587542be33f
0.164,0.389,E,-11.549,major,0.0307,0.427,0.88,0.128,0.0861,95.797,6IQVIa8UNIl3IWFHqoFdeg,196875,3,E major,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Actual Woman,Girlyboi,Actual Woman EP,https://i.scdn.co/image/492578c43fcc7cb11ef8097400d7c7858016734a
0.394,0.79,F#,-6.188,minor,0.034,0.0625,0.0129,0.154,0.353,107.596,26BHeKYD3C61ThBslI4y52,305623,4,F# minor,August  '17,https://mosaic.scdn.co/640/1b8f590b33f34e7dec7a7af69b143cd028947eef682098bbf09c308181faa8117ae8549d7e67a1ac74b8dc0dcd227e80767a6439dba3293ec70b3c33b59fadee7860843b0ae98d2e670d5a1dc83d527c,Kids on the Run,Eyes on the Shore,A Golden Blue,https://i.scdn.co/image/50826424d4c2c445f50dd0ed1bd3eb6199e928e0
0.529,0.67,E,-7.713,minor,0.0354,0.00322,0.0134,0.149,0.242,97.003,5xyotByLWx3jKxHf10Wsfh,227629,4,E minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Starting Fires,Eyes on the Shore,Starting Fires,https://i.scdn.co/image/3796c21ceca155d6f1d65a0e167324b6bd4c6075
0.678,0.523,G#,-8.17,minor,0.0341,0.383,5.46e-4,0.112,0.48,93.019,14XWxMtz3iJ0vmy5tNebyB,250101,4,G# minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Blood,ANIMA!,Blood,https://i.scdn.co/image/59a8d504a9fb035da3a0dcf3351ca31fa90ffb25
0.716,0.457,E,-4.551,minor,0.0979,0.529,2.78e-5,0.279,0.895,96.142,5NFUheRi9pdd1aisGVTc6J,191760,4,E minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Heavy,Oh Wonder,Heavy,https://i.scdn.co/image/49f3eb71a36cf66494603356598d64218a556df4
0.64,0.738,E,-7.335,minor,0.0595,0.0235,0.0295,0.133,0.28,137.027,43dmLS75wg7Dn4NcKsYaeX,213868,3,E minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Sea Spells,Vassals,Halogen Days,https://i.scdn.co/image/5773fb091546ef44a81b0fef4f68675f1ff91350
0.455,0.744,A,-8.151,minor,0.0336,0.0152,0.237,0.0957,0.142,122.918,5I1iegHLnIteuCAbSmcWt9,293627,4,A minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Soundless Sea,Waterstrider,Nowhere Now,https://i.scdn.co/image/e2375175f5ff1afdb666658d9092cb1679b1af24
0.481,0.766,C,-7.182,major,0.0271,1.66e-4,0.424,0.0751,0.216,88.025,1pIhbNZC9OSQRfDe0AKQHT,251459,4,C major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Wolf Runner,Eyes on the Shore,Wolf Runner,https://i.scdn.co/image/9cface7bc654877f0561ad2b6f70838ffa6c69c7
0.259,0.624,A,-6.446,minor,0.0391,0.026,0,0.377,0.374,91.96,4cW7kSQDO8cXXUmWO1lqPD,232174,4,A minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Places,The Electric Sons,Chromaesthesia,https://i.scdn.co/image/f4d9b259e0c6fa4e64e33931adbc98eec65e33a9
0.513,0.765,C#,-4.906,minor,0.0374,4.14e-4,0.0785,0.153,0.616,82.965,1NijfKj7wdax7srIejJ3jU,187496,4,C# minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Toxins,Mating Ritual,Toxins,https://i.scdn.co/image/400720627d050cf7d90de5f77f889f6416e09c43
0.594,0.746,C,-5.648,minor,0.0289,0.031,0.026,0.105,0.397,104.991,2Nfl1A3civsc03hHdr4Z7T,206054,4,C minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Ivan,Von Sell,Ivan,https://i.scdn.co/image/f47b9cc803037665d4bd14fa7f71fabdcab453ea
0.665,0.62,F,-5.144,minor,0.0584,0.123,0,0.197,0.531,121.89,2YCi9lbn6SErTcNExuyrpK,255200,4,F minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Used To,Mutemath,Vitals,https://i.scdn.co/image/480794b3a121f68de746eec4ed6a369d13e17a0d
0.629,0.61,C#,-6.012,major,0.0329,0.109,0.804,0.125,0.279,113.997,446fv9EM0q8Gu0VQA9zN7U,178104,4,C# major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,School Friends - Ansible Remix,"Now, Now",Threads (Remixed),https://i.scdn.co/image/5a2b3416d9e54edb623f264da095e83dfadc0274
0.47,0.83,G,-6.549,major,0.111,0.536,0.0259,0.0964,0.597,164.961,2oqyoYLRG1iDlsvCkPwHq7,285559,3,G major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Play Fire,Enemies,Play Fire,https://i.scdn.co/image/286b2e26152d1df1ce6dcd388ab3af496c58997a
0.497,0.534,A,-13.172,major,0.0361,0.779,0.13,0.113,0.433,91.373,1hoLaUS42Z99HzVlC5rJP8,260853,4,A major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Dog Physics,Ings,Dog Physics,https://i.scdn.co/image/0ca804b90a3561484f88a9a7ff3700f775c26376
0.519,0.771,G,-4.874,major,0.0344,4.8e-4,0.359,0.079,0.597,150.938,7KbDyH7rZkCGk3mIBMEg4N,258120,4,G major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Blood Red Youth,California Wives,Art History,https://i.scdn.co/image/998dec80fe7eef9258ba70409c000de947848999
0.647,0.795,C#,-8.17,major,0.0302,5.39e-5,3.67e-6,0.434,0.544,134.978,59Ls5mTOHNlOZccnIgC2zR,187826,4,C# major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Warm Body,Cafuné,Love Songs for Other People,https://i.scdn.co/image/282b08edba36fb08b8766ea708036b01056997b1
0.645,0.626,B,-6.725,minor,0.0296,0.0458,0.0806,0.073,0.678,129.983,65af9uPYcJQoZ4OHeEnWDv,307960,4,B minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Follow Me Home,Francis,Marathon,https://i.scdn.co/image/33b1e4121965e062409676f49f0fa03fc6bb5f12
0.257,0.805,A#,-5.119,major,0.0889,0.164,0.356,0.32,0.494,87.019,5lpcCO7bpZos00QpmAlkUG,249573,4,A# major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,À tout à l'heure,Bibio,Silver Wilkinson,https://i.scdn.co/image/e9082c930afddbcfac911f1a7e9970da9f1f180c
0.32,0.314,A,-12.946,minor,0.0315,0.87,0.901,0.0832,0.381,147.894,3mcKztAGGW5QgBXfmqp73i,325760,4,A minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Dye the Water Green,Bibio,Silver Wilkinson,https://i.scdn.co/image/c503c12acae92cc726c344f80d2d9306ebe94d4d
0.518,0.621,F#,-7.591,minor,0.0319,0.0902,0.0106,0.121,0.18,122.049,2DFIbI5BMinkZIqstHHbjM,201267,4,F# minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,New Sun - Gethen Mix,Waterstrider,Nowhere Now (Bonus Tracks Version),https://i.scdn.co/image/6cd78f334fbb7ed7aca6db81fa40de8a80327092
0.728,0.681,F,-8.35,minor,0.0354,0.0436,0.0165,0.627,0.505,125.989,1RQF1R1nKs1igzQIWiUBDr,238500,4,F minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,The Sneeze,Argonaut & Wasp,The Sneeze,https://i.scdn.co/image/017caae6e85ee639d61125d3256efd7cd4a0077e
0.614,0.593,B,-6.255,minor,0.0385,7.8e-4,4.45e-4,0.0942,0.243,120.015,5hU1fxFaZHzmYGRY3LlejF,216000,4,B minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Hell With a Water Pistol,Magic Bronson,Magic Bronson - EP,https://i.scdn.co/image/32173ba06ddd743e4df0359e58b71d22ff57d076
0.661,0.709,B,-6.616,minor,0.0266,0.337,0.0068,0.0788,0.657,93.975,43np7Vo0MSRM7xBMpoBGFe,238722,4,B minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,This Is How We Walk on the Moon,Geographer,Endless Motion Vol. 1,https://i.scdn.co/image/be9ce4bc68b98118d0d4c1fbaf1a64f5a55e8f9d
0.551,0.825,D,-5.813,major,0.0306,6.14e-4,0.307,0.115,0.686,107.031,1zXpHPdBAUxnOCQqFMFLk3,247280,4,D major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Saltwater,Geowulf,Saltwater,https://i.scdn.co/image/5ebaed6316a3e6e131fcb734b88b95c045d016da
0.521,0.892,E,-6.623,major,0.0564,0.0229,1.37e-4,0.125,0.776,153.283,0q9X1RjvZnZJhWThRKaFnt,204139,4,E major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Fools,Wild Child,Fools,https://i.scdn.co/image/bfd11532f9f13c502c309253b6760ce8c65a11e0
0.647,0.705,C,-7.566,major,0.0393,0.575,3.58e-6,0.121,0.529,136.98,3KkuBfo8LWX7wGLKfFijcz,235867,4,C major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Sugarwater,Danny Malone,Balloons,https://i.scdn.co/image/3a11003d33e909b8148401a8ca4a2eee7876b17e
0.61,0.767,B,-5.645,minor,0.0377,0.216,0.00308,0.113,0.376,112.978,3zO0lAxM6qIYIin4kCRKMQ,254600,4,B minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,The Struggle - RAC Mix,Grizfolk,The Struggle (RAC Mix),https://i.scdn.co/image/115e03bb9a5ff1b2b3efc4bd33028be65a148f54
0.663,0.552,G,-7.102,major,0.0352,0.0261,1.85e-6,0.0595,0.486,152.024,3kLye4hViug7G2y7iVe9x9,239893,4,G major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Perfect,HXLT,HXLT,https://i.scdn.co/image/1586179e6c731188569a0297e6a0da53ab9d1cc2
0.527,0.712,B,-6.287,major,0.0484,0.00481,1.78e-5,0.086,0.613,143.962,1jNOGPV43QTYu1SbEXUgaG,240253,4,B major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,No Devil,San Fermin,Jackrabbit (Deluxe),https://i.scdn.co/image/7ca96b7befe5ab3685fbda70524af31c474fa2c6
0.695,0.738,A,-6.825,major,0.0275,0.198,0.00211,0.323,0.66,102.001,4mlSKXejX6mtuRpwgVzAB4,288954,4,A major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Open,Lost Triibe,Escape EP,https://i.scdn.co/image/ef257e4697d76d600f312508fa9c03db3d6bd0b1
0.477,0.691,G,-5.885,major,0.043,0.0505,8.5e-5,0.392,0.163,137.862,3w9AEl82hwHwj9BPHJlQXK,232507,4,G major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,The Ocean and the Sea,Wilderado,The Ocean and the Sea,https://i.scdn.co/image/58ed54fa242c2d4f5dc73c88dd5af03cec3ebc83
0.516,0.885,G#,-3.958,minor,0.0505,0.0351,0.00133,0.107,0.616,175.977,4UXIUeistNzMseqDtgWA6d,228707,4,G# minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,DLZ,TV On The Radio,Dear Science,https://i.scdn.co/image/e9e4dd74aec8fe218cc3411e50812607ea956003
0.625,0.945,B,-4.245,minor,0.0652,0.00223,7.95e-4,0.0777,0.846,139.994,63mnZ0zF5fBwJzYg2pDo9e,183002,4,B minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Happy Idiot,TV On The Radio,Seeds,https://i.scdn.co/image/f521f8d25dfb08acc21f4e0cfa244a061d3be8b8
0.692,0.618,G,-6.447,minor,0.062,0.0527,2.08e-4,0.0572,0.453,167.967,14PlT32LqNoRbxk7oC4Qfh,234143,4,G minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Breathe,ANIMA!,Be Here Now,https://i.scdn.co/image/31c7b33aba7817d42110355dcc0df3f6335bb66c
0.477,0.0188,D,-25.669,minor,0.0437,0.974,0.0643,0.24,0.379,142.548,3qFPNAWVGibpA0SV4Vn80F,162427,3,D minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,"Hard Time Killing Floor Blues - From “O Brother, Where Art Thou” Soundtrack",Chris Thomas King,"O Brother, Where Art Thou? (Soundtrack)",https://i.scdn.co/image/84aea9c01b6f362b6a2225dfff9cd3b1cf38b33c
0.715,0.715,B,-4.971,minor,0.0485,0.245,2.41e-4,0.305,0.498,119.011,5PR0w6r5rLV5izExCkvvqj,258151,4,B minor,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Feel Like Gold,Emerson Jay,Feel Like Gold,https://i.scdn.co/image/b36da325eb0054a5620b68f87f250a317c22bb0d
0.479,0.777,A,-7.436,major,0.038,0.865,0.0357,0.144,0.517,147.1,1MCXoC4RIkH5M4OLvRjiJp,203907,4,A major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,When the Lights Go Out,The Black Keys,Rubber Factory,https://i.scdn.co/image/db0f4d8b0c74665c4de500a50de1395219a34f1b
0.373,0.871,B,-7.216,major,0.0776,0.314,0.418,0.63,0.403,179.651,0ll1q3aoxhA7n4hydmhvof,244824,4,B major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Masters of the Internet,Marc Ribot,Your Turn,https://i.scdn.co/image/f53fe6416bffd2fd96c85cdb19e316aa69cb1d7a
0.538,0.725,F,-11.119,major,0.0472,0.0321,0.646,0.149,0.531,93.038,6QeHQmy2Bk2TmTzh4CpvWx,323226,4,F major,July '17,https://mosaic.scdn.co/640/3796c21ceca155d6f1d65a0e167324b6bd4c60755773fb091546ef44a81b0fef4f68675f1ff9135059a8d504a9fb035da3a0dcf3351ca31fa90ffb25b79e443ae5cfb4844679eb8184d5171ce4a95dce,Personal Best - Keith Sweaty Remix,Small Black,Best Blues Remix EP,https://i.scdn.co/image/c33c366cd3edfe8eaa9c996408fe1dbc1f79affd
